Община,Училище,БЕЛ-УЧ 24,БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ_2,МАТ-УЧ 21,МАТ_2
СЕВЛИЕВО,Основно училище Свети Свети Кирил и Методий,10.0,76.3,10.0,69.15,7.0,58.86,7.0,58.07,13.0,"53,54",13.0,"43,62",11.0,"58,73",11.0,"57,73"
СЕВЛИЕВО,Основно училище Свети Солунски братя,1.0,71.0,1.0,75.0,3.0,45.33,3.0,42.5,1.0,21,1.0,14,9.0,"61,78",9.0,"50,22"
СЕВЛИЕВО,Основно училище Св Св Кирил и Методий,6.0,62.25,6.0,59.25,7.0,35.0,7.0,30.64,7.0,"47,79",7.0,"33,43",6.0,"37,67",5.0,"31,6"
СЕВЛИЕВО,Основно училище Васил Левски,16.0,64.06,16.0,60.41,12.0,59.0,12.0,36.08,11.0,"25,32",12.0,"15,83",15.0,"65,4",15.0,"48,4"
СЕВЛИЕВО,СУ Васил Левски,92.0,80.18,92.0,77.86,82.0,76.05,82.0,69.1,81.0,"72,84",81.0,"58,67",94.0,"72,11",92.0,"59,12"
ТРЯВНА,Основно училище Професор Пенчо Николов Райков,7.0,75.07,7.0,58.79,9.0,74.44,9.0,54.17,7.0,"76,86",7.0,"55,29",10.0,"82,1",10.0,58
ТРЯВНА,Основно училище Васил Левски,,,,,6.0,74.67,6.0,54.67,3.0,"75,5",3.0,47,8.0,80,8.0,"64,75"
ТРЯВНА,СУ Петко Рачев Славейков,39.0,77.21,39.0,71.27,44.0,77.23,43.0,70.17,42.0,"79,07",42.0,"62,1",37.0,"83,19",37.0,"69,11"
ДОБРИЧ,ОУ Йордан Йовков,11.0,39.77,11.0,44.36,11.0,22.27,11.0,18.45,16.0,"28,53",16.0,"31,25",10.0,21,10.0,"23,7"
ДОБРИЧ,Основно училище Никола Йонков Вапцаров,10.0,24.15,11.0,29.14,7.0,42.29,7.0,49.36,13.0,"28,15",14.0,"19,79",14.0,"52,36",14.0,"42,57"
ДОБРИЧ,Основно училище Панайот Волов,14.0,50.68,14.0,79.04,13.0,28.92,12.0,32.92,11.0,"44,14",13.0,"43,15",21.0,"37,95",22.0,"38,82"
ДОБРИЧ,Основно училище Стефан Караджа,17.0,70.88,17.0,71.88,18.0,64.56,18.0,54.86,15.0,"74,6",15.0,"58,13",20.0,"72,25",20.0,55
ДОБРИЧ,Основно училище Хан Аспарух,90.0,86.66,90.0,79.14,55.0,85.82,53.0,76.58,62.0,"87,76",62.0,"69,58",44.0,"89,18",44.0,"76,89"
ДОБРИЧ,Основно училище Христо Смирненски,18.0,49.86,18.0,67.86,22.0,25.45,22.0,63.48,26.0,"43,56",27.0,"30,85",38.0,"48,13",38.0,"37,37"
ДОБРИЧ,Основно училище Христо Ботев,81.0,87.41,81.0,82.67,50.0,79.54,49.0,73.92,59.0,"79,36",60.0,"67,7",61.0,"83,9",60.0,"69,48"
ДОБРИЧ,СУ Димитър Талев,62.0,83.02,62.0,78.15,47.0,77.87,47.0,64.63,56.0,"80,01",56.0,"63,29",58.0,"78,6",58.0,"60,71"
ДОБРИЧ,СУ Свети Климент Охридски,68.0,83.03,68.0,74.32,100.0,82.85,100.0,67.22,97.0,"79,5",97.0,"56,96",106.0,"84,84",106.0,"64,43"
ДОБРИЧ,СУ Любен Каравелов,36.0,84.24,36.0,75.43,37.0,84.41,37.0,71.11,37.0,"84,36",37.0,"69,41",42.0,"83,52",42.0,"72,55"
ДОБРИЧ,СУ Петко Рачов Славейков,91.0,91.83,90.0,87.56,113.0,88.17,113.0,81.01,87.0,"82,13",87.0,"67,47",121.0,"88,2",121.0,"75,07"
ДОБРИЧ,СУ Свети свети Кирил и Методий,72.0,81.51,72.0,75.75,71.0,77.76,69.0,71.25,65.0,"81,65",64.0,"63,44",91.0,"87,04",91.0,"70,98"
ДОБРИЧ,Основно училище Васил Левски,4.0,63.0,4.0,71.25,5.0,63.6,5.0,61.8,9.0,"39,44",9.0,"34,56",3.0,"59,67",3.0,"34,33"
ДОБРИЧ,Основно училище Васил Левски,3.0,29.17,3.0,43.67,6.0,45.5,6.0,49.58,5.0,"65,5",5.0,"61,6",6.0,"55,83",6.0,53
ДОБРИЧ,ОУ Добри Войников,10.0,45.85,10.0,59.45,11.0,41.82,11.0,51.45,16.0,"44,53",16.0,"26,06",17.0,"31,29",16.0,39
ДОБРИЧ,СУ Никола Вапцаров,12.0,32.13,12.0,46.33,19.0,20.37,19.0,34.68,20.0,"35,8",20.0,"31,65",12.0,"36,83",13.0,"44,69"
ДОБРИЧ,Основно училище Неофит Рилски,2.0,64.25,2.0,70.5,4.0,21.0,4.0,37.0,3.0,"15,33",3.0,"18,67",3.0,60,3.0,"44,67"
ДОБРИЧ,Основно училище Отец Паисий,13.0,53.69,13.0,41.46,10.0,68.4,10.0,42.35,16.0,"48,97",16.0,"19,25",14.0,"71,21",14.0,"44,93"
ДОБРИЧ,Основно училище Отец Паисий,1.0,38.0,1.0,42.0,6.0,40.0,5.0,49.0,4.0,"48,25",5.0,"34,2",5.0,"58,4",5.0,"53,2"
ДОБРИЧ,ОУ Пейо Крачолов Яворов,8.0,43.25,7.0,53.71,9.0,44.67,9.0,44.72,8.0,"43,31",8.0,"24,75",3.0,"42,33",3.0,31
ДОБРИЧ,Основно училище Климент Охридски,4.0,64.38,4.0,55.88,4.0,59.25,4.0,51.75,1.0,71,1.0,66,2.0,"81,5",2.0,67
ДОБРИЧ,Основно училище Свети Свети Кирил и Методий,4.0,65.13,4.0,64.63,4.0,21.25,5.0,21.8,4.0,43,4.0,"28,5",4.0,"50,25",4.0,"28,5"
ДОБРИЧ,Основно училище Св св Кирил и Методий,1.0,34.0,1.0,45.5,,,,,6.0,"61,42",6.0,"28,67",2.0,"65,5",3.0,"44,67"
ДОБРИЧ,Основно училище Стефан Караджа,5.0,37.3,5.0,58.4,6.0,55.17,6.0,38.17,10.0,"53,2",10.0,"41,3",6.0,46,7.0,"38,43"
ДОБРИЧ,Основно училище Христо Ботев,10.0,24.4,10.0,35.7,15.0,43.8,15.0,35.83,15.0,"39,27",15.0,"21,27",12.0,"44,08",12.0,"42,42"
БАЛЧИК,Основно училище Васил Левски,8.0,71.19,9.0,84.33,6.0,52.67,7.0,76.5,2.0,"68,5",3.0,"50,67",6.0,"48,5",5.0,"50,6"
БАЛЧИК,Основно училище Георги Раковски,13.0,33.38,13.0,32.42,9.0,57.11,8.0,42.94,10.0,"43,2",10.0,"28,7",13.0,"57,38",12.0,"51,42"
БАЛЧИК,Основно училище Свети Свети Кирил и Методий,23.0,63.8,23.0,56.93,12.0,67.08,12.0,59.75,23.0,62,23.0,"41,87",20.0,"76,65",20.0,"64,5"
БАЛЧИК,Основно училище Антим,42.0,78.98,42.0,63.69,36.0,71.44,36.0,56.79,56.0,"78,7",57.0,"51,88",51.0,"74,14",51.0,"60,88"
БАЛЧИК,СУ Христо Ботев,12.0,45.54,11.0,55.73,15.0,66.0,15.0,54.3,15.0,"52,47",16.0,"45,31",9.0,"38,89",9.0,"32,33"
БАЛЧИК,СУ Христо Смирненски,5.0,71.2,5.0,63.8,15.0,69.27,15.0,48.6,13.0,"53,19",13.0,32,22.0,62,22.0,"41,14"
ГЕНЕРАЛ ТОШЕВО,Основно училище Йордан Йовков,9.0,39.06,9.0,35.78,7.0,30.86,8.0,33.94,5.0,27,5.0,"20,6",9.0,"36,33",9.0,"31,11"
ГЕНЕРАЛ ТОШЕВО,Основно училище Васил Левски,3.0,38.33,3.0,50.33,1.0,35.0,1.0,31.0,10.0,"28,5",10.0,"23,4",5.0,"26,4",5.0,"28,8"
ГЕНЕРАЛ ТОШЕВО,Основно училище Йордан Йовков,4.0,50.38,4.0,41.5,2.0,57.5,2.0,37.0,4.0,"44,88",4.0,"27,5",2.0,"63,5",2.0,51
ГЕНЕРАЛ ТОШЕВО,Основно училище Христо Ботев,4.0,31.13,4.0,38.25,2.0,21.5,2.0,12.0,,,,,9.0,"26,89",9.0,"26,89"
ГЕНЕРАЛ ТОШЕВО,Основно училище Христо Смирненски,32.0,61.19,31.0,54.45,28.0,55.21,28.0,40.36,16.0,"40,5",15.0,"24,47",18.0,"58,33",18.0,"39,83"
ГЕНЕРАЛ ТОШЕВО,Средно училищe Никола Йонков Вапцаров,26.0,77.5,26.0,74.38,27.0,64.33,27.0,63.5,27.0,"69,2",26.0,"44,58",36.0,"82,53",35.0,68
КАВАРНА,ОСНОВНО УЧИЛИЩЕ ЙОРДАН ЙОВКОВ,28.0,55.27,27.0,56.26,20.0,59.8,21.0,48.79,41.0,"79,4",41.0,"71,12",48.0,"65,35",48.0,"53,15"
КАВАРНА,СУ Стефан Караджа,39.0,73.54,39.0,65.36,45.0,77.09,45.0,65.96,57.0,"67,13",57.0,"48,23",31.0,"70,42",31.0,"53,32"
КАВАРНА,Основно училище Свети Свети Кирил и Методий,9.0,30.5,9.0,41.11,4.0,42.25,4.0,62.25,3.0,"50,5",3.0,"43,67",10.0,"34,1",10.0,"32,2"
КРУШАРИ,Основно училище Васил Левски,3.0,62.5,3.0,56.0,5.0,49.0,5.0,52.6,4.0,"50,88",4.0,"41,5",4.0,"47,5",4.0,43
КРУШАРИ,Основно училище Отец Паисий,4.0,31.63,4.0,47.75,5.0,38.8,5.0,33.0,8.0,"40,63",8.0,"23,75",4.0,"30,75",3.0,"27,33"
КРУШАРИ,СУ Христо Смирненски,15.0,30.77,15.0,47.07,14.0,39.79,14.0,47.75,16.0,"36,59",16.0,"22,56",15.0,"39,2",14.0,"36,64"
ТЕРВЕЛ,СУ Йордан Йовков,40.0,69.41,40.0,65.31,50.0,59.48,52.0,49.46,58.0,"58,59",58.0,"41,69",56.0,"62,77",54.0,"52,11"
ТЕРВЕЛ,Начално училище Христо Ботев,9.0,32.78,9.0,49.61,5.0,49.6,5.0,55.5,10.0,"49,7",10.0,62,6.0,"37,67",6.0,"44,33"
ТЕРВЕЛ,ОУ Д-р Петър Берон,7.0,43.07,7.0,45.71,5.0,56.8,5.0,58.2,9.0,"45,89",9.0,"53,11",11.0,"47,18",10.0,"44,4"
ТЕРВЕЛ,Основно училище Отец Паисий,3.0,54.33,4.0,73.63,1.0,37.0,1.0,54.0,1.0,"51,5",1.0,30,7.0,"57,86",7.0,"57,71"
ТЕРВЕЛ,Основно училище Паисий Хилендарски,7.0,41.07,7.0,65.5,11.0,43.27,11.0,44.86,6.0,"55,75",5.0,"35,4",10.0,"57,6",10.0,"51,5"
ТЕРВЕЛ,Основно училище Христо Ботев,8.0,50.0,8.0,52.13,10.0,36.8,10.0,45.05,8.0,"49,25",8.0,37,9.0,49,9.0,"47,11"
ТЕРВЕЛ,ОУ Васил Друмев,7.0,34.36,7.0,58.36,6.0,41.33,7.0,46.43,13.0,"23,31",13.0,"31,31",10.0,"33,2",10.0,"32,7"
ШАБЛА,Основно училище Свети Климент Охридски,5.0,69.7,5.0,51.5,7.0,74.14,7.0,55.57,2.0,"51,5",2.0,"20,5",4.0,"76,75",4.0,"56,5"
ШАБЛА,СУ Асен Златаров,19.0,67.47,20.0,58.9,20.0,61.6,19.0,54.92,16.0,"72,06",16.0,"47,88",22.0,"71,68",22.0,"48,59"
ДОБРИЧ,Частно основно училище Мария Монтесори,8.0,89.75,8.0,88.44,19.0,84.42,19.0,77.92,,,,,,,,
ДОБРИЧ,Частно СУ с профилирана подготовка по чужди езици и математика Леонардо да Винчи,4.0,78.5,4.0,72.5,5.0,86.6,5.0,74.4,7.0,"84,93",7.0,"70,43",1.0,95,1.0,89
КЪРДЖАЛИ,СУ Владимир Димитров - Майстора,19.0,55.82,18.0,53.19,28.0,67.54,28.0,61.09,23.0,"54,54",22.0,"37,27",33.0,"65,88",33.0,"58,61"
КЪРДЖАЛИ,СУ Йордан Йовков,103.0,73.56,103.0,72.66,92.0,68.23,91.0,64.47,89.0,"67,93",89.0,"52,89",83.0,"73,78",83.0,"62,29"
КЪРДЖАЛИ,Основно училище Свети Климент Охридски,13.0,43.5,13.0,38.0,20.0,43.2,21.0,45.71,12.0,"40,71",12.0,"30,83",15.0,"54,27",15.0,"54,2"
КЪРДЖАЛИ,СУ Отец Паисий с природоматематическа насоченост,96.0,78.97,94.0,75.39,131.0,73.73,131.0,67.66,114.0,"74,97",114.0,"59,03",105.0,"79,9",105.0,"63,99"
КЪРДЖАЛИ,СУ Петко Рачов Славейков,141.0,71.89,141.0,68.62,160.0,68.06,160.0,62.2,153.0,65,153.0,"44,53",172.0,"76,71",172.0,"61,37"
КЪРДЖАЛИ,Основно училище Васил Левски,17.0,31.85,16.0,30.81,9.0,30.22,10.0,25.55,18.0,"35,11",18.0,"22,28",20.0,38,20.0,"30,85"
КЪРДЖАЛИ,Основно училище Свети Свети Кирил и Методий,52.0,56.83,50.0,56.43,53.0,48.85,53.0,43.81,56.0,"57,91",56.0,"43,48",57.0,"57,54",57.0,"49,81"
КЪРДЖАЛИ,Основно училище Пейо Крачолов Яворов,24.0,12.44,25.0,27.48,24.0,18.25,24.0,33.33,25.0,"21,14",26.0,"24,23",28.0,"24,43",25.0,"30,76"
КЪРДЖАЛИ,Основно училище Христо Ботев,2.0,73.0,2.0,52.5,2.0,37.5,2.0,35.0,3.0,"40,83",3.0,"25,33",1.0,84,1.0,34
КЪРДЖАЛИ,Основно училище Свети Свети Кирил и Методий,1.0,26.5,2.0,37.5,11.0,32.0,11.0,39.5,9.0,"18,56",9.0,"16,44",5.0,"24,8",5.0,"16,4"
КЪРДЖАЛИ,Основно училище Св св Кирил и Методий,5.0,34.4,5.0,42.2,3.0,35.67,3.0,42.33,7.0,58,7.0,"47,57",6.0,"52,17",6.0,"54,33"
КЪРДЖАЛИ,Основно училище Иван Вазов,3.0,52.17,3.0,57.83,3.0,60.33,3.0,72.17,4.0,66,4.0,"65,5",5.0,65,5.0,48
КЪРДЖАЛИ,Основно Училище Гео Милев,,,,,1.0,15.0,1.0,21.0,2.0,"42,25",2.0,36,,,,
КЪРДЖАЛИ,Основно училище Христо Ботев,7.0,41.64,7.0,63.79,2.0,17.0,2.0,47.5,7.0,"41,43",7.0,"47,71",1.0,16,1.0,36
КЪРДЖАЛИ,Основно училище Христо Смирненски,9.0,56.61,9.0,63.72,9.0,53.0,9.0,58.0,12.0,"48,92",12.0,"49,25",3.0,70,3.0,77
КЪРДЖАЛИ,Основно училище Паисий Хилендарски,9.0,44.44,9.0,78.06,7.0,21.86,8.0,49.75,7.0,"37,86",7.0,"28,29",7.0,"28,14",7.0,"37,43"
КЪРДЖАЛИ,Основно училище Никола Йонков Вапцаров,5.0,60.3,5.0,58.4,4.0,26.25,4.0,47.5,4.0,"48,13",5.0,"43,6",7.0,"50,43",8.0,"52,5"
КЪРДЖАЛИ,ОУ Свети свети Кирил и Методий,10.0,45.55,10.0,58.6,7.0,43.14,7.0,51.71,6.0,"41,33",6.0,45,10.0,54,10.0,54
КЪРДЖАЛИ,Основно училище Максим Горки,5.0,23.3,5.0,25.4,4.0,43.75,4.0,39.88,9.0,17,8.0,"16,75",4.0,42,4.0,"42,25"
КЪРДЖАЛИ,Основно училище Иван Вазов,3.0,37.33,3.0,46.17,,,,,4.0,"40,13",4.0,"35,25",3.0,"70,33",3.0,"80,67"
АРДИНО,СУ Васил Левски,29.0,72.97,29.0,70.79,25.0,73.28,25.0,66.82,29.0,"74,97",30.0,"55,17",31.0,"85,35",31.0,"74,97"
АРДИНО,Основно училище Христо Смирненски,,,,,4.0,60.25,4.0,59.25,2.0,"71,5",2.0,"57,5",1.0,85,1.0,76
АРДИНО,Основно училище Антон Семьонович Макаренко,2.0,33.5,2.0,42.0,,,,,1.0,"52,5",1.0,44,2.0,47,2.0,39
АРДИНО,Основно училище Св Св Кирил и Методий,1.0,79.0,1.0,82.5,,,,,1.0,2,1.0,36,2.0,32,2.0,40
АРДИНО,Основно училище Отец Паисий,3.0,67.83,3.0,77.67,,,,,,,,,5.0,"76,6",5.0,63
АРДИНО,Основно училище Св Св Кирил и Методий,,,,,1.0,40.0,1.0,59.0,3.0,"66,33",3.0,"38,33",1.0,89,1.0,91
ДЖЕБЕЛ,СУ Христо Ботев,41.0,64.89,41.0,63.21,27.0,65.33,27.0,79.35,39.0,"65,85",39.0,"49,85",37.0,"80,84",37.0,"65,27"
ДЖЕБЕЛ,Основно училище Христо Смирненски,2.0,56.25,2.0,58.0,,,,,1.0,"19,5",1.0,27,1.0,68,1.0,68
ДЖЕБЕЛ,Основно училище Васил Левски,4.0,70.75,4.0,64.13,2.0,61.0,2.0,55.25,2.0,"57,25",2.0,24,1.0,49,1.0,30
ДЖЕБЕЛ,СУ Паисий Хилендарски,4.0,80.38,4.0,90.75,7.0,86.71,7.0,72.93,5.0,"71,7",5.0,55,6.0,"74,83",6.0,"56,67"
КИРКОВО,СУ Отец Паисий,22.0,67.09,22.0,84.61,25.0,70.28,25.0,59.46,25.0,"73,28",25.0,"71,6",13.0,83,13.0,"69,38"
КИРКОВО,СУ Никола Йонков Вапцаров,45.0,59.44,44.0,66.16,32.0,38.16,34.0,42.94,41.0,"51,26",42.0,"41,64",38.0,"72,05",38.0,"61,5"
КИРКОВО,СУ Христо Ботев,21.0,66.33,21.0,57.29,19.0,54.47,19.0,59.95,18.0,"61,83",19.0,"58,37",25.0,"49,68",25.0,"45,04"
КИРКОВО,Основно училище Васил Левски,5.0,72.2,5.0,63.7,3.0,73.0,3.0,65.17,,,,,5.0,"87,4",5.0,80
КИРКОВО,Оcновно училище Устрем,3.0,54.83,3.0,56.0,2.0,41.5,2.0,67.25,,,,,5.0,"48,6",5.0,52
КИРКОВО,Основно училище Васил Левски,3.0,64.17,3.0,54.83,9.0,56.11,9.0,50.22,9.0,"65,44",9.0,"38,67",9.0,"49,56",9.0,"40,44"
КИРКОВО,Основно училище Иван Вазов,6.0,88.0,6.0,91.08,10.0,82.0,10.0,81.0,11.0,"70,95",11.0,"61,27",2.0,"66,5",2.0,"56,5"
КИРКОВО,Основно училище Христо Смирненски,13.0,51.0,13.0,76.35,13.0,40.23,13.0,74.08,7.0,"81,64",7.0,"75,86",8.0,"72,5",8.0,"66,63"
КРУМОВГРАД,СУ Васил Левски,78.0,67.37,78.0,69.53,79.0,64.92,78.0,57.02,70.0,"62,59",70.0,"45,86",69.0,"80,19",69.0,"66,01"
КРУМОВГРАД,Основно училище Михаил Христов,1.0,71.5,1.0,88.0,2.0,51.0,2.0,59.5,2.0,"63,25",2.0,42,8.0,"77,5",8.0,"66,38"
КРУМОВГРАД,Държавно основно училище Васил Левски,2.0,84.0,2.0,74.5,2.0,73.0,2.0,49.0,1.0,"60,5",1.0,20,1.0,86,1.0,73
КРУМОВГРАД,Основно училище Никола Йонков Вапцаров,7.0,23.5,7.0,32.71,3.0,24.33,3.0,37.33,4.0,"22,13",4.0,"22,5",4.0,20,5.0,"29,2"
КРУМОВГРАД,Основно училище Христо Ботев,10.0,40.0,10.0,51.2,11.0,36.82,11.0,45.82,11.0,"39,82",11.0,"50,09",11.0,"56,64",11.0,"41,18"
КРУМОВГРАД,ОУ Пейо Крачолов Яворов,7.0,75.36,7.0,74.07,7.0,67.29,7.0,66.57,10.0,"72,75",10.0,"62,1",11.0,"68,36",11.0,"68,55"
КРУМОВГРАД,Основно училище Васил Левски,,,1.0,56.0,6.0,37.83,6.0,53.08,6.0,"42,42",6.0,"36,33",3.0,"51,33",3.0,"53,33"
КРУМОВГРАД,Основно училище Никола Йонков Вапцаров,8.0,51.81,8.0,57.94,6.0,42.0,7.0,49.07,6.0,"51,25",6.0,"58,33",7.0,"53,29",7.0,"57,86"
КРУМОВГРАД,Основно училище Иван Вазов,7.0,30.29,7.0,43.93,2.0,27.5,2.0,39.0,5.0,"55,9",5.0,"40,4",5.0,"22,8",5.0,"40,8"
КРУМОВГРАД,Основно училище Св Св Кирил и Методий,9.0,49.39,9.0,61.94,5.0,27.8,5.0,46.2,7.0,47,7.0,"66,14",10.0,"49,6",10.0,"49,3"
КРУМОВГРАД,Начално училище Васил Левски,2.0,74.25,2.0,73.25,4.0,56.25,4.0,63.5,2.0,"63,25",2.0,69,10.0,"50,7",10.0,"41,7"
МОМЧИЛГРАД,СУ Никола Йонков Вапцаров,28.0,75.95,28.0,74.88,21.0,66.14,20.0,56.4,39.0,"71,04",39.0,"54,1",37.0,"76,14",36.0,"62,03"
МОМЧИЛГРАД,Основно училище Никола Йонков Вапцаров,3.0,66.5,3.0,85.33,1.0,29.0,1.0,41.0,6.0,"59,42",6.0,"69,33",5.0,"65,6",5.0,"56,4"
МОМЧИЛГРАД,Основно училище Никола Йонков Вапцаров,2.0,41.25,2.0,43.0,1.0,81.0,1.0,87.0,5.0,58,5.0,"39,4",2.0,"78,5",2.0,"55,5"
МОМЧИЛГРАД,Основно училище Д-р Петър Берон,35.0,77.43,33.0,69.47,36.0,70.83,37.0,60.41,37.0,"78,22",37.0,"66,78",43.0,"77,88",43.0,"64,88"
МОМЧИЛГРАД,Основно училище Св Св Кирил и Методий,1.0,62.5,1.0,62.0,6.0,62.33,6.0,57.83,3.0,"38,67",2.0,31,6.0,"38,83",6.0,"37,5"
МОМЧИЛГРАД,Основно училище Васил Левски,5.0,54.1,5.0,70.1,1.0,16.0,1.0,53.0,3.0,"35,33",3.0,"55,33",6.0,"28,67",6.0,"51,5"
ЧЕРНООЧЕНЕ,СУ Христо Смирненски,27.0,71.26,28.0,73.13,31.0,60.26,31.0,57.37,34.0,"69,35",33.0,"53,94",48.0,"67,5",48.0,"55,63"
ЧЕРНООЧЕНЕ,Основно училище Христо Ботев,,,,,7.0,45.43,7.0,50.43,6.0,"48,58",6.0,"42,33",,,,
ЧЕРНООЧЕНЕ,Основно училище Васил Левски,3.0,52.33,3.0,63.17,6.0,35.0,6.0,56.5,8.0,"53,88",8.0,"41,88",10.0,"50,7",10.0,"49,9"
ЧЕРНООЧЕНЕ,Основно училище Никола Йонков Вапцаров,5.0,61.8,5.0,62.7,3.0,87.33,3.0,79.0,2.0,"28,75",2.0,48,,,,
ЧЕРНООЧЕНЕ,Основно училище Никола Йонков Вапцаров,,,,,1.0,77.0,1.0,67.0,3.0,39,3.0,"27,33",2.0,"52,5",2.0,"50,5"
НЕВЕСТИНО,Основно училище Христо Ботев,11.0,47.95,11.0,52.0,11.0,13.0,11.0,45.91,19.0,"38,61",21.0,"49,76",19.0,"39,21",18.0,47
ТРЕКЛЯНО,Основно училище Св Климент Охридски,2.0,10.25,2.0,31.5,4.0,14.5,4.0,25.5,2.0,"19,5",2.0,20,3.0,10,3.0,"17,33"
САПАРЕВА БАНЯ,СУ Христо Ботев,31.0,78.24,31.0,72.16,50.0,59.48,50.0,48.16,44.0,"65,13",44.0,"40,95",34.0,"68,82",34.0,"55,91"
БОБОВ ДОЛ,Основно училище Никола Йонков Вапцаров,27.0,58.07,28.0,54.04,17.0,64.12,16.0,51.34,21.0,"65,05",21.0,"41,19",23.0,"71,3",22.0,"60,68"
БОБОВ ДОЛ,СУ Христо Ботев,11.0,46.36,12.0,35.83,10.0,28.8,10.0,24.0,11.0,"50,36",12.0,"28,5",18.0,55,18.0,"48,78"
БОБОВ ДОЛ,СУ Доктор Петър Берон,1.0,22.5,1.0,47.5,1.0,39.0,1.0,58.0,2.0,44,2.0,29,6.0,"21,5",4.0,"58,25"
БОБОШЕВО,Основно училище Св св Кирил и Методий,7.0,45.36,6.0,43.17,7.0,79.14,7.0,70.14,6.0,"77,5",6.0,58,11.0,"64,64",10.0,"49,3"
КОЧЕРИНОВО,СУ Христо Ботев,15.0,77.43,14.0,71.82,21.0,64.95,23.0,54.24,15.0,"53,67",13.0,"37,85",27.0,"73,56",25.0,"60,28"
РИЛА,Основно училище Аверкий Попстоянов,19.0,68.03,19.0,56.74,11.0,74.73,11.0,55.05,11.0,"46,5",11.0,"29,73",15.0,"72,47",15.0,"56,13"
ДУПНИЦА,Основно училище Свети свети Кирил и Методий,46.0,77.77,46.0,74.91,38.0,68.71,38.0,59.08,59.0,"72,18",58.0,"50,45",58.0,"75,76",57.0,64
ДУПНИЦА,Средно езиково училище Св Паисий Хилендарски,74.0,79.58,74.0,73.51,85.0,74.25,83.0,70.61,94.0,"73,67",93.0,"59,09",92.0,"80,24",94.0,"64,45"
ДУПНИЦА,Основно училище Неофит Рилски,41.0,63.3,41.0,57.26,47.0,62.36,46.0,50.23,44.0,"69,1",44.0,"43,36",62.0,"72,13",61.0,"56,38"
ДУПНИЦА,Основно училище Христаки Павлович,15.0,44.1,15.0,49.2,17.0,39.35,17.0,27.29,12.0,"65,67",12.0,"31,92",14.0,"70,64",14.0,82
ДУПНИЦА,Основно училище Евлоги Георгиев,50.0,80.65,50.0,71.6,44.0,80.5,42.0,65.64,56.0,"77,76",56.0,"55,71",52.0,"81,17",53.0,"65,89"
ДУПНИЦА,Основно училище Свети Климент Охридски,24.0,69.0,24.0,55.06,19.0,74.05,19.0,61.92,15.0,"65,63",14.0,"47,57",22.0,"54,14",22.0,"43,68"
