Община,Училище,БЕЛ 24,ДЗИ II 24,БЕЛ-УЧ. 24,ДЗИ II-УЧ. 24,БЕЛ 23,ДЗИ II 23,БЕЛ-УЧ. 23,ДЗИ II-УЧ. 23,БЕЛ 22,ДЗИ II 22,БЕЛ-УЧ. 22,ДЗИ II-УЧ. 22,БЕЛ 21,ДЗИ II 21,БЕЛ-УЧ. 21,ДЗИ II-УЧ. 21,БЕЛ 20,ДЗИ II 20,БЕЛ-УЧ. 20,ДЗИ II-УЧ. 20
ДОБРИЧ,ПГ по туризъм П. К. Яворов,3.37,4.676,66.0,48.0,2.88,4.73,66.0,49.0,2.72,4.78,59.0,58.0,3.49,,82.0,,3.63,,84.0,
ДОБРИЧ,ПМГ Иван Вазов,4.31,4.238,57.0,62.0,4.29,4.084,78.0,81.0,3.84,3.493,61.0,61.0,4.47,4.88,74.0,74.0,4.68,4.9,47.0,48.0
ДОБРИЧ,Спортно у-ще Георги Раковски,2.95,4.19,15.0,13.0,3.01,3.54,16.0,14.0,2.3,4.12,11.0,10.0,3.25,3.54,19.0,2.0,3.23,3.29,17.0,14.0
ДОБРИЧ,СУ Димитър Талев,4.76,4.61,23.0,24.0,4.01,4.005,25.0,26.0,3.88,4.02,20.0,20.0,4.18,4.53,42.0,42.0,3.92,4.23,36.0,36.0
ДОБРИЧ,СУ Св. Св. Кирил и Методий,4.4,4.244,48.0,47.0,4.0,4.073,26.0,26.0,3.83,3.894,31.0,31.0,4.48,4.98,25.0,25.0,4.26,4.57,54.0,54.0
ДОБРИЧ,СУ Св. Климент Охридски,4.58,4.826,70.0,68.0,4.15,4.631,62.0,66.0,4.38,4.428,50.0,49.0,4.9,4.82,42.0,42.0,4.41,4.44,59.0,59.0
ДОБРИЧ,СУ Любен Каравелов,4.04,4.13,25.0,25.0,2.8,3.015,26.0,28.0,3.35,2.765,21.0,21.0,3.61,4.12,19.0,19.0,4.08,4.2,18.0,18.0
ДОБРИЧ,СУ Петко Рачов Славейков,4.55,4.434,26.0,26.0,3.94,4.035,21.0,21.0,4.3,4.351,27.0,27.0,4.19,4.81,23.0,21.0,4.64,4.82,17.0,19.0
ДОБРИЧ,Финансово-стопанска гимназия,4.38,5.142,79.0,76.0,3.96,5.29,103.0,102.0,3.8,4.63,94.0,94.0,4.2,4.53,77.0,36.0,4.32,4.3,92.0,69.0
ДОБРИЧ,ЧСУ Леонардо да Винчи,4.65,5.357,8.0,8.0,4.51,4.534,5.0,5.0,3.85,3.443,3.0,3.0,4.76,4.94,6.0,6.0,4.55,4.48,5.0,5.0
ДОБРИЧ,ЧПГ Райко Цончев,4.56,4.584,27.0,27.0,4.46,4.985,14.0,14.0,4.93,4.82,7.0,7.0,5.15,5.26,8.0,8.0,4.96,4.63,5.0,5.0
КЪРДЖАЛИ,ЕГ Христо Ботев,5.37,4.954,152.0,154.0,4.76,4.832,179.0,180.0,4.85,4.548,173.0,173.0,5.03,4.92,176.0,176.0,5.09,5.08,166.0,165.0
КЪРДЖАЛИ,ПГ Васил Левски,2.75,4.23,3.0,2.0,2.0,3.57,5.0,4.0,2.46,3.66,5.0,3.0,3.0,,8.0,,2.84,,6.0,
КЪРДЖАЛИ,ПГ по електротехника и електроника,3.34,4.062,51.0,37.0,3.27,4.6,56.0,47.0,2.72,4.099,35.0,36.0,3.38,3.59,40.0,43.0,3.24,3.53,29.0,28.0
КЪРДЖАЛИ,ПГ по икономика,3.83,4.68,117.0,102.0,3.32,4.78,88.0,74.0,3.7,4.97,70.0,67.0,3.99,4.19,117.0,11.0,3.56,3.14,104.0,13.0
КЪРДЖАЛИ,ПГ по облекло и дизайн,2.26,3.58,11.0,9.0,2.0,3.48,7.0,8.0,2.15,3.71,14.0,10.0,2.69,,6.0,,2.57,,9.0,
КЪРДЖАЛИ,ПГ по селско и горско стопанство,3.41,4.44,19.0,13.0,2.44,3.64,26.0,16.0,2.47,3.67,20.0,12.0,2.85,2.79,32.0,3.0,2.76,2.83,29.0,6.0
КЪРДЖАЛИ,ПГ по строителство,3.19,3.52,21.0,15.0,3.0,3.64,23.0,23.0,2.76,4.47,14.0,10.0,3.12,2.9,21.0,10.0,3.25,3.33,22.0,17.0
КЪРДЖАЛИ,ПГ по туризъм,2.93,3.904,52.0,33.0,2.45,3.923,47.0,38.0,2.51,3.462,41.0,33.0,3.09,4.41,59.0,1.0,3.02,2.38,71.0,3.0
КЪРДЖАЛИ,СУ Владимир Димитров - Майстора,3.83,3.359,22.0,21.0,3.34,3.576,28.0,26.0,2.42,2.12,12.0,12.0,3.08,,1.0,,3.8,4.01,8.0,8.0
КЪРДЖАЛИ,СУ Йордан Йовков,3.74,3.855,57.0,61.0,3.18,3.318,63.0,63.0,2.78,2.918,54.0,50.0,3.33,3.76,29.0,27.0,3.19,3.65,50.0,51.0
КЪРДЖАЛИ,СУ Отец Паисий,4.7,4.78,105.0,107.0,4.16,4.404,81.0,87.0,4.17,3.758,75.0,75.0,4.09,4.48,75.0,74.0,3.96,4.13,77.0,76.0
КЪРДЖАЛИ,СУ Петко Рачов Славейков,4.69,4.426,109.0,111.0,4.32,4.106,103.0,106.0,4.31,3.804,102.0,102.0,4.94,5.05,78.0,78.0,4.7,4.74,93.0,93.0
КЮСТЕНДИЛ,ЕГ Д-р Петър Берон,5.07,5.005,81.0,84.0,4.42,4.27,83.0,83.0,4.49,4.622,106.0,106.0,4.5,4.95,57.0,57.0,4.86,5.09,77.0,77.0
КЮСТЕНДИЛ,ПГ по икономика и мениджмънт,4.08,4.27,85.0,79.0,3.6,4.256,100.0,99.0,3.47,4.17,77.0,75.0,3.84,3.92,88.0,82.0,3.92,3.74,110.0,110.0
КЮСТЕНДИЛ,ПГ по лека промишленост,3.65,2.0,1.0,1.0,2.0,2.51,7.0,5.0,2.0,2.0,7.0,2.0,2.67,3.06,9.0,2.0,2.77,3.01,17.0,4.0
КЮСТЕНДИЛ,ПГ по селско стопанство,2.4,2.0,6.0,5.0,2.0,,2.0,,2.0,,1.0,,2.92,2.94,5.0,2.0,,,,
КЮСТЕНДИЛ,ПГ по туризъм Н. Вапцаров,3.12,4.325,46.0,28.0,2.49,3.9,50.0,38.0,2.51,4.03,31.0,24.0,3.48,3.61,28.0,29.0,3.36,3.41,37.0,39.0
КЮСТЕНДИЛ,ПМГ Проф. Емануил Иванов,4.87,4.467,100.0,102.0,4.71,4.293,75.0,75.0,4.54,4.53,96.0,96.0,4.76,5.08,95.0,95.0,5.01,5.08,99.0,99.0
КЮСТЕНДИЛ,Спортно у-ще Васил Левски,3.18,4.05,24.0,21.0,2.47,4.08,29.0,19.0,2.63,4.3,25.0,22.0,2.98,3.2,21.0,1.0,2.88,3.16,19.0,4.0
КЮСТЕНДИЛ,Професионална техническа гимназия,2.89,4.25,15.0,10.0,2.54,5.42,11.0,8.0,2.18,3.909,15.0,11.0,2.96,3.11,19.0,14.0,2.72,2.6,22.0,24.0
ЛОВЕЧ,Профилирана ЕГ Екзарх Йосиф I,5.25,5.052,158.0,158.0,4.77,5.353,154.0,154.0,5.21,5.139,155.0,155.0,5.29,5.19,178.0,178.0,5.39,5.19,180.0,180.0
ЛОВЕЧ,Национална ПГ по ветеринарна медицина,3.72,4.28,52.0,49.0,3.21,4.44,42.0,39.0,3.41,4.83,45.0,42.0,3.67,3.98,55.0,16.0,3.73,3.96,59.0,24.0
ЛОВЕЧ,"ПГ по икономика, търговия и услуги",3.52,4.9,21.0,20.0,2.44,4.566,18.0,19.0,2.32,4.66,26.0,25.0,3.73,3.29,36.0,36.0,3.8,3.54,33.0,35.0
ЛОВЕЧ,ПГ по механоелектротехника,3.55,3.867,27.0,21.0,2.77,3.87,37.0,33.0,3.1,3.893,43.0,40.0,3.51,3.76,41.0,23.0,3.49,3.54,63.0,45.0
ЛОВЕЧ,ППМГ,4.47,4.257,98.0,100.0,4.35,4.1,91.0,96.0,4.04,3.678,81.0,81.0,4.34,4.5,101.0,102.0,4.49,4.34,98.0,99.0
ЛОВЕЧ,СУ Димитър Митев,3.4,3.5,2.0,2.0,,,,,,,,,3.0,2.95,2.0,1.0,2.96,,5.0,
ЛОВЕЧ,СУ Св. Климент Охридски,4.26,3.336,15.0,16.0,3.82,3.565,12.0,12.0,,,,,3.86,4.2,11.0,12.0,3.96,3.93,14.0,16.0
ЛОВЕЧ,СУ Тодор Кирков,3.21,3.08,15.0,16.0,2.86,3.036,17.0,17.0,3.15,3.22,23.0,23.0,3.51,3.99,21.0,22.0,3.29,3.15,18.0,19.0
МОНТАНА,2 СУ Никола Вапцаров,3.86,5.2,6.0,7.0,3.49,3.73,7.0,7.0,3.48,4.85,8.0,8.0,3.66,3.56,14.0,14.0,3.63,3.45,10.0,10.0
МОНТАНА,6 СУ Отец Паисий,3.61,2.9,3.0,3.0,2.71,2.437,6.0,7.0,3.94,2.755,2.0,2.0,3.23,3.46,7.0,8.0,3.13,3.27,14.0,13.0
МОНТАНА,7 СУ Йоран Радичков,3.44,3.717,22.0,18.0,2.72,3.057,20.0,19.0,2.73,3.283,12.0,12.0,3.22,3.47,18.0,17.0,3.75,3.74,24.0,25.0
МОНТАНА,ГПЧЕ Петър Богдан,4.93,4.736,75.0,78.0,4.41,4.687,101.0,105.0,4.6,4.522,92.0,92.0,4.59,4.8,80.0,80.0,5.1,5.15,97.0,97.0
МОНТАНА,ПГ по лека промишленост,2.71,4.35,9.0,7.0,2.24,4.734,9.0,9.0,2.57,3.37,14.0,14.0,3.04,3.41,20.0,2.0,3.29,3.15,20.0,6.0
МОНТАНА,"ПГ по строителство, архитектура и компютърни науки",4.19,5.44,66.0,63.0,3.39,5.208,43.0,38.0,3.71,4.42,48.0,48.0,3.74,3.93,104.0,23.0,3.74,3.74,74.0,25.0
МОНТАНА,ПГ по техника и електротехника,3.43,4.638,49.0,44.0,3.41,4.539,44.0,37.0,2.96,4.27,43.0,41.0,3.44,3.33,48.0,36.0,3.7,3.35,62.0,33.0
МОНТАНА,ППМГ Св. Климент Охридски,4.75,4.741,77.0,78.0,4.19,4.396,79.0,81.0,4.29,4.208,95.0,95.0,4.49,4.95,101.0,101.0,4.72,4.96,75.0,75.0
МОНТАНА,Финансово-стопанска ПГ   ,4.35,4.95,77.0,76.0,3.91,5.06,53.0,49.0,3.98,5.04,83.0,83.0,4.24,4.41,94.0,20.0,4.5,4.73,91.0,13.0
ПАЗАРДЖИК,ЕГ Бертолт Брехт,5.19,5.41,201.0,201.0,4.66,5.215,199.0,200.0,4.92,5.182,207.0,207.0,5.12,5.16,227.0,227.0,5.09,5.26,217.0,217.0
ПАЗАРДЖИК,Профилирана гимназия Иван С. Аксаков,4.39,4.117,10.0,10.0,3.5,3.496,10.0,10.0,3.03,3.254,5.0,5.0,3.83,4.14,24.0,23.0,3.87,4.15,11.0,11.0
ПАЗАРДЖИК,ПГ по икономика и мениджмънт,4.18,5.107,158.0,161.0,3.63,5.303,169.0,164.0,3.9,5.48,174.0,172.0,4.32,4.09,151.0,103.0,4.43,4.13,178.0,111.0
ПАЗАРДЖИК,ПГ по механоелектротехника,3.3,4.6,112.0,99.0,2.88,4.75,102.0,89.0,3.14,4.81,121.0,110.0,3.5,3.6,106.0,40.0,3.44,3.67,122.0,58.0
ПАЗАРДЖИК,ПГ по промишлени технологии,2.81,4.42,7.0,3.0,2.1,3.27,11.0,5.0,2.0,,3.0,,2.95,3.48,15.0,1.0,2.88,,19.0,
ПАЗАРДЖИК,ПГ по селско стопанство,2.25,4.18,21.0,14.0,2.17,4.23,28.0,18.0,2.15,4.3,31.0,21.0,2.97,3.1,55.0,2.0,3.26,3.65,30.0,4.0
ПАЗАРДЖИК,ПГ по строителство и архитектура,3.35,4.142,16.0,12.0,3.0,4.53,27.0,26.0,2.84,3.44,26.0,29.0,3.34,3.05,35.0,15.0,3.44,3.37,42.0,31.0
ПАЗАРДЖИК,ПГ по фризьорство и ресторантьорство,3.14,4.7,10.0,8.0,2.78,5.52,8.0,9.0,2.33,4.08,10.0,9.0,2.97,,14.0,,3.75,,6.0,
ПАЗАРДЖИК,ПГ по химични и хранителни технологии,2.76,4.1,70.0,67.0,2.28,3.868,50.0,54.0,2.43,4.059,45.0,37.0,3.06,2.66,65.0,1.0,3.17,2.84,55.0,1.0
ПАЗАРДЖИК,ПМГ Константин Величков,4.9,4.859,129.0,132.0,4.26,4.296,118.0,118.0,4.54,4.48,135.0,135.0,4.74,4.76,119.0,98.0,4.94,4.86,84.0,84.0
ПАЗАРДЖИК,Спортно у-ще Пазарджик,3.75,4.63,46.0,41.0,3.18,5.07,58.0,57.0,,,,,,,,,,,,
ПАЗАРДЖИК,СУ Георги Бенковски,4.23,4.862,20.0,20.0,3.59,3.9,28.0,27.0,3.78,3.735,33.0,33.0,3.7,3.73,39.0,39.0,3.94,3.97,48.0,48.0
ПАЗАРДЖИК,СУ Георги Брегов,3.45,3.905,24.0,21.0,3.4,4.176,23.0,24.0,3.53,3.785,18.0,16.0,3.43,3.73,22.0,20.0,3.24,3.5,1.0,1.0
ПАЗАРДЖИК,СУ Д-р Петър Берон,3.37,2.0,1.0,1.0,3.18,3.611,23.0,23.0,2.96,3.615,16.0,15.0,3.66,4.16,21.0,20.0,3.31,3.44,15.0,15.0
ПЕРНИК,5 СУ Петко Рачов Славейков,4.04,4.429,16.0,15.0,3.08,5.19,9.0,8.0,2.0,,1.0,,3.29,3.54,13.0,13.0,2.77,,1.0,
ПЕРНИК,6 СУ Св. Св. Кирил и Методий,3.87,4.53,14.0,9.0,2.64,4.52,9.0,4.0,3.44,5.45,11.0,10.0,3.71,3.89,8.0,8.0,4.01,4.18,6.0,6.0
ПЕРНИК,ГПЧЕ Симеон Радев,4.84,4.92,153.0,153.0,4.38,4.891,133.0,133.0,4.56,4.866,142.0,142.0,5.0,5.17,142.0,142.0,4.98,5.01,145.0,145.0
ПЕРНИК,ОбУ Темелко Ненков,2.67,3.55,10.0,10.0,2.0,3.98,12.0,8.0,2.15,4.11,16.0,12.0,,,,,,,,
ПЕРНИК,Технологична ПГ Мария Кюри,3.23,4.418,18.0,19.0,2.95,4.42,15.0,12.0,2.42,3.7,31.0,27.0,3.43,3.66,26.0,26.0,3.02,3.14,18.0,14.0
ПЕРНИК,ПГ по икономика,4.15,4.6,101.0,100.0,3.66,4.82,115.0,103.0,3.63,4.67,96.0,96.0,4.03,4.37,104.0,83.0,4.21,4.3,82.0,67.0
ПЕРНИК,Професионална гимназия по облекло и туризъм,3.43,5.14,31.0,28.0,2.94,4.49,29.0,26.0,2.81,3.83,17.0,16.0,3.36,3.66,36.0,20.0,3.56,3.74,69.0,31.0
ПЕРНИК,ПГ по техника и енергетика,3.59,4.68,48.0,43.0,3.06,4.62,30.0,25.0,3.05,5.26,17.0,14.0,3.34,3.61,44.0,45.0,3.31,3.43,48.0,49.0
ПЕРНИК,ПГ по техника и строителство,3.97,4.711,100.0,88.0,3.33,4.615,102.0,89.0,3.34,3.84,92.0,92.0,3.78,4.2,91.0,60.0,4.04,4.01,98.0,59.0
ПЕРНИК,ПМГ Христо Смирненски,4.99,5.026,79.0,82.0,4.31,4.315,78.0,81.0,4.46,4.344,75.0,75.0,4.37,4.94,73.0,73.0,4.52,4.77,83.0,83.0
ПЕРНИК,Спортно у-ще Олимпиец,3.35,4.086,21.0,18.0,2.83,4.145,24.0,22.0,2.92,2.69,12.0,12.0,3.23,3.61,16.0,12.0,3.24,3.31,20.0,21.0
ПЕРНИК,СУРИЧЕ Д-р Петър Берон,4.69,5.232,48.0,49.0,4.0,4.07,45.0,44.0,4.19,4.822,47.0,47.0,4.59,4.98,21.0,21.0,4.61,4.99,24.0,24.0
ПЛЕВЕН,ГПЧЕ,4.88,4.872,172.0,175.0,4.43,4.8,175.0,176.0,4.5,4.792,159.0,159.0,4.81,5.15,155.0,155.0,4.88,4.99,170.0,170.0
ПЛЕВЕН,Държавна финансово-стопанска гимназия Интелект,4.2,4.95,96.0,92.0,3.71,4.86,86.0,84.0,3.95,4.563,67.0,67.0,4.45,4.67,93.0,38.0,4.48,4.43,101.0,68.0
ПЛЕВЕН,МГ Гео Милев,4.93,4.852,140.0,141.0,4.8,4.778,153.0,157.0,4.75,4.648,147.0,147.0,5.05,5.17,149.0,149.0,5.13,5.21,151.0,151.0
ПЛЕВЕН,НУИ Панайот Пипков,4.43,4.73,43.0,43.0,4.02,4.733,57.0,60.0,4.19,4.31,47.0,47.0,4.3,4.3,49.0,24.0,4.45,4.44,41.0,33.0
ПЛЕВЕН,ПГ Захарий Зограф,,,,,,,,,2.0,2.0,1.0,1.0,2.71,2.64,4.0,2.0,2.67,2.42,4.0,2.0
ПЛЕВЕН,ПГ по електроника и химични технологии,4.24,5.19,76.0,73.0,3.66,5.08,92.0,92.0,3.69,4.985,79.0,76.0,3.98,4.65,99.0,20.0,4.09,4.71,100.0,28.0
ПЛЕВЕН,ПГ по лозарство и винарство,2.55,4.09,17.0,12.0,2.28,4.48,15.0,8.0,2.55,3.97,23.0,19.0,3.28,4.22,28.0,5.0,3.22,2.57,19.0,1.0
ПЛЕВЕН,ПГ по мениджмънт и хранителни технологии,2.0,3.199,7.0,3.0,2.69,4.286,3.0,3.0,2.0,2.51,9.0,4.0,2.71,2.9,10.0,5.0,2.46,3.03,1.0,1.0
ПЛЕВЕН,ПГ по механоелектротехника,3.31,5.288,43.0,34.0,2.73,4.319,28.0,18.0,2.56,4.56,27.0,25.0,3.53,4.41,52.0,13.0,3.56,4.04,50.0,24.0
ПЛЕВЕН,ПГ по облекло и текстил,2.41,3.79,23.0,18.0,2.31,3.82,7.0,6.0,2.48,4.587,9.0,7.0,3.01,4.01,15.0,1.0,3.1,3.23,16.0,4.0
ПЛЕВЕН,"ПГ по подемна, строителна и транспортна техника",2.56,4.89,16.0,13.0,2.27,4.48,16.0,15.0,2.25,4.93,17.0,14.0,3.1,3.48,18.0,4.0,2.85,2.79,35.0,2.0
ПЛЕВЕН,"ПГ по ресторантьорство, търговия и обслужване",3.42,5.23,35.0,29.0,2.91,4.46,33.0,32.0,3.33,4.174,41.0,38.0,3.47,3.69,44.0,15.0,3.57,3.8,64.0,43.0
ПЛЕВЕН,"ПГ по строит., арх. и геод.",3.27,4.017,18.0,18.0,3.34,4.462,25.0,24.0,3.86,4.14,6.0,5.0,3.58,3.77,12.0,9.0,3.74,3.64,17.0,8.0
ПЛЕВЕН,ПГ по транспорт,2.99,4.01,42.0,28.0,2.55,3.769,51.0,38.0,2.75,4.019,41.0,38.0,3.12,2.88,30.0,7.0,3.22,3.9,56.0,11.0
ПЛЕВЕН,ПГ по туризъм Алеко Константинов,4.04,4.96,73.0,69.0,3.71,4.711,86.0,86.0,3.8,4.979,72.0,70.0,4.11,4.6,96.0,28.0,4.09,4.14,83.0,50.0
ПЛЕВЕН,ПГ по хранително-вкусови технологии,2.59,4.021,29.0,16.0,2.63,4.93,32.0,21.0,2.4,4.97,22.0,14.0,3.31,3.51,30.0,11.0,3.11,2.91,17.0,10.0
ПЛЕВЕН,Спортно у-ще Георги Бенковски,3.3,4.181,59.0,49.0,2.78,4.005,47.0,45.0,3.04,3.3,39.0,36.0,3.41,4.89,48.0,2.0,3.67,4.39,52.0,5.0
ПЛЕВЕН,СУ Анастасия Димитрова,3.73,3.089,12.0,12.0,2.41,2.7,12.0,12.0,2.95,2.32,17.0,16.0,3.34,3.32,12.0,12.0,3.92,3.96,15.0,14.0
ПЛЕВЕН,СУ Иван Вазов,4.87,4.698,114.0,113.0,4.36,4.19,106.0,109.0,4.52,4.092,98.0,98.0,4.93,5.04,80.0,80.0,5.08,4.98,51.0,51.0
ПЛЕВЕН,СУ Пейо Крачолов Яворов,3.87,3.73,16.0,15.0,3.04,3.309,14.0,13.0,3.31,3.126,17.0,17.0,3.7,3.96,26.0,26.0,3.6,3.54,15.0,15.0
ПЛЕВЕН,СУ Стоян Заимов,4.39,4.135,36.0,38.0,3.75,3.571,50.0,55.0,4.0,3.571,36.0,36.0,3.64,3.74,20.0,20.0,4.58,4.99,14.0,14.0
ПЛЕВЕН,СУ Христо Смирненски,3.65,3.366,7.0,9.0,2.77,2.515,16.0,13.0,3.03,2.98,17.0,14.0,3.41,3.65,10.0,10.0,3.52,3.86,21.0,20.0
РАЗГРАД,ГПЧЕ Екзарх Йосиф,4.91,5.073,98.0,98.0,4.64,4.862,102.0,102.0,4.52,4.725,98.0,98.0,4.75,5.06,108.0,108.0,5.15,5.28,108.0,108.0
РАЗГРАД,ПГ по икономика Робер Шуман,3.91,4.486,79.0,78.0,3.23,4.554,89.0,85.0,3.69,4.289,69.0,70.0,3.71,3.93,86.0,74.0,3.89,3.92,93.0,86.0
РАЗГРАД,ПГ по облекло,2.6,5.25,20.0,24.0,2.15,4.46,12.0,15.0,2.18,4.32,12.0,11.0,3.27,,22.0,,3.26,,16.0,
РАЗГРАД,ПГ по селско стопанство,2.34,4.667,22.0,24.0,2.17,4.048,28.0,23.0,2.31,4.61,20.0,14.0,2.93,2.96,19.0,3.0,3.0,3.17,13.0,10.0
РАЗГРАД,ПГ по транспорт и строителство,2.36,3.889,3.0,5.0,2.68,4.9,8.0,13.0,2.27,3.48,11.0,11.0,3.28,,13.0,,3.23,,17.0,
РАЗГРАД,ПГ по химични технологии и биотехнологии,3.61,5.026,25.0,22.0,2.58,4.565,31.0,25.0,2.79,4.705,28.0,27.0,3.46,5.43,24.0,2.0,3.48,3.8,22.0,4.0
РАЗГРАД,ППМГ Акад. Никола Обрешков,5.05,4.919,105.0,105.0,4.56,4.576,102.0,102.0,4.73,4.438,106.0,106.0,5.15,5.14,101.0,101.0,4.96,5.12,83.0,83.0
РАЗГРАД,Спортно у-ще - Разград,3.79,5.37,16.0,13.0,3.26,4.71,18.0,16.0,2.99,5.13,20.0,23.0,3.3,,21.0,,3.14,,21.0,
РАЗГРАД,Национална професионална техническа гимназия,3.42,4.079,118.0,116.0,3.12,3.877,89.0,84.0,3.02,3.402,96.0,90.0,3.67,4.09,104.0,47.0,3.64,3.86,84.0,61.0
РУСЕ,Английска ЕГ Гео Милев,5.32,5.489,107.0,107.0,4.73,5.039,105.0,105.0,4.73,5.129,102.0,102.0,5.11,5.41,98.0,98.0,5.11,5.6,99.0,99.0
РУСЕ,Духовно училище,3.98,3.93,8.0,6.0,2.41,3.048,4.0,5.0,2.99,2.85,4.0,4.0,3.25,3.11,3.0,3.0,3.48,3.47,1.0,3.0
РУСЕ,МГ Баба Тонка,5.32,5.389,103.0,103.0,4.95,4.977,101.0,101.0,4.98,4.832,131.0,131.0,5.19,5.54,127.0,127.0,5.26,5.33,124.0,124.0
РУСЕ,НУИ Проф. Веселин Стоянов,4.6,4.66,46.0,47.0,3.67,4.23,46.0,47.0,3.78,3.54,39.0,38.0,4.3,4.39,55.0,40.0,4.41,4.28,39.0,15.0
РУСЕ,ПГ по дървообработване и вътрешна архитектура,3.55,4.534,42.0,39.0,3.05,3.569,41.0,40.0,3.2,4.5,23.0,23.0,3.58,3.2,31.0,4.0,3.14,,18.0,
РУСЕ,ПГ по електротехника и електроника,3.89,4.733,99.0,97.0,3.47,4.956,80.0,78.0,3.68,4.929,65.0,65.0,3.73,4.23,68.0,64.0,3.99,4.28,69.0,69.0
РУСЕ,ПГ по икономика и управление,4.89,5.4,78.0,78.0,4.47,5.27,83.0,82.0,4.17,5.09,102.0,102.0,4.75,4.91,124.0,83.0,4.75,4.78,124.0,114.0
РУСЕ,ПГ по речно корабостроене и корабоплаване,3.45,3.8,36.0,30.0,2.79,3.76,51.0,44.0,2.92,4.16,34.0,31.0,3.32,3.49,45.0,35.0,3.38,3.53,66.0,58.0
РУСЕ,ПГ по механотехника,2.89,3.65,25.0,18.0,2.59,3.78,43.0,29.0,2.27,4.25,24.0,21.0,3.2,3.04,44.0,14.0,3.27,2.74,22.0,3.0
РУСЕ,ПГ по облекло,3.38,4.828,56.0,47.0,2.73,4.9,74.0,61.0,2.71,4.75,65.0,58.0,3.34,,50.0,,3.45,3.0,55.0,1.0
РУСЕ,ПГ по промишлени технологии,3.16,4.45,18.0,16.0,2.52,3.85,20.0,13.0,2.3,3.59,23.0,20.0,3.34,5.63,33.0,1.0,3.47,,28.0,
РУСЕ,ПГ по селско стопанство,2.41,4.85,11.0,9.0,2.62,4.38,23.0,21.0,2.34,2.79,14.0,12.0,3.07,3.15,22.0,20.0,3.31,3.28,10.0,10.0
РУСЕ,"ПГ по строителство, архитектура и геодезия",3.9,3.97,103.0,100.0,3.76,4.219,75.0,73.0,3.75,3.93,35.0,35.0,3.9,3.83,50.0,17.0,3.99,4.08,60.0,35.0
РУСЕ,ПГ по транспорт,3.03,4.912,29.0,21.0,2.78,5.004,32.0,27.0,3.2,5.09,24.0,26.0,3.44,4.04,28.0,3.0,3.3,5.61,39.0,1.0
РУСЕ,ПГ по туризъм,4.11,4.58,98.0,99.0,3.56,4.11,99.0,96.0,3.82,4.9,88.0,88.0,3.72,3.82,118.0,97.0,3.79,3.88,93.0,79.0
РУСЕ,Спортно у-ще Атанас Узунов,3.15,4.09,30.0,25.0,2.5,3.13,26.0,19.0,2.57,4.66,26.0,23.0,3.21,3.71,17.0,14.0,3.63,3.93,17.0,16.0
РУСЕ,СУ Васил Левски,4.35,4.646,69.0,69.0,4.16,4.339,72.0,73.0,4.04,4.207,52.0,51.0,4.68,5.01,62.0,62.0,4.48,4.95,60.0,60.0
РУСЕ,СУ Възраждане,3.98,3.752,27.0,27.0,4.04,4.169,29.0,32.0,3.94,3.474,24.0,23.0,3.92,4.06,47.0,46.0,3.89,4.03,48.0,48.0
РУСЕ,СУ за европейски езици,5.09,5.356,100.0,100.0,4.6,5.241,107.0,107.0,4.53,4.862,101.0,101.0,4.73,5.03,117.0,116.0,4.73,5.03,97.0,97.0
РУСЕ,СУ Йордан Йовков,4.26,3.564,12.0,20.0,3.72,3.7,11.0,11.0,,,,,3.96,4.16,17.0,17.0,,,,
РУСЕ,СУ с немски език Фридрих Шилер,4.93,5.366,73.0,73.0,4.46,5.567,77.0,77.0,4.43,5.041,74.0,74.0,4.75,4.94,53.0,53.0,4.95,5.18,68.0,68.0
РУСЕ,СУ Христо Ботев,4.67,4.502,76.0,79.0,4.55,4.122,83.0,87.0,4.23,3.812,77.0,77.0,4.25,4.73,64.0,63.0,4.51,4.59,45.0,46.0
РУСЕ,ЧПАГ Джордж Байрон,4.96,,1.0,,,,,,3.27,3.04,2.0,2.0,4.4,4.65,2.0,2.0,3.97,4.7,7.0,7.0
РУСЕ,Първо ЧСУ Леонардо да Винчи,4.3,4.68,9.0,10.0,3.66,3.83,11.0,12.0,3.87,4.09,5.0,5.0,4.65,5.08,7.0,7.0,4.42,5.02,9.0,9.0
СИЛИСТРА,ЕГ Пейо Яворов,4.78,4.749,67.0,70.0,4.69,5.053,73.0,73.0,4.76,5.126,54.0,54.0,4.98,5.16,57.0,57.0,5.06,5.33,48.0,48.0
СИЛИСТРА,Професионална земеделска гимназия,2.87,4.255,14.0,13.0,2.65,4.649,23.0,14.0,2.51,3.282,17.0,17.0,3.14,3.71,33.0,3.0,3.02,3.37,38.0,8.0
СИЛИСТРА,ПГ по механотехника,3.11,4.836,31.0,26.0,2.76,4.154,42.0,36.0,2.71,3.949,43.0,43.0,3.32,,44.0,,3.43,3.96,54.0,5.0
СИЛИСТРА,ПГ по производствени технологии,3.46,4.977,18.0,15.0,3.27,4.417,24.0,24.0,3.3,4.5,21.0,21.0,3.45,3.51,39.0,4.0,3.43,3.93,27.0,2.0
СИЛИСТРА,ПГ по стопанско управление,4.36,4.938,65.0,62.0,3.9,4.99,64.0,60.0,3.84,5.075,71.0,70.0,4.51,4.54,72.0,34.0,4.3,3.94,74.0,35.0
