Община,Училище,"БЕЛ-УЧ 24""",БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21,БЕЛ-УЧ 20,БЕЛ 20,МАТ-УЧ 20,МАТ 20,БЕЛ-УЧ 19,БЕЛ 19,МАТ-УЧ 19,МАТ 19
БУРГАС,Основно училище Петко Рачев Славейков,86.0,72.37,86.0,59.21,84.0,69.84,84.0,49.75,79.0,"69,09",79.0,52,109.0,"68,88",109.0,"53,04",104.0,"68,78",104.0,"53,71",75.0,"67,71",75.0,"54,84"
БУРГАС,Основно училище Свети княз Борис І,81.0,61.62,81.0,56.58,97.0,64.72,97.0,45.62,95.0,"68,47",95.0,"41,8",92.0,"66,23",92.0,"48,4",104.0,"59,68",104.0,"45,47",71.0,"69,2",71.0,"48,67"
БУРГАС,Основно училище Любен Каравелов,75.0,58.71,75.0,44.65,73.0,69.01,73.0,40.97,75.0,"68,44",75.0,"41,43",59.0,"62,6",59.0,"39,93",58.0,"65,39",58.0,"41,00",63.0,"58,77",63.0,"35,57"
БУРГАС,Основно училище Найден Геров,71.0,61.59,71.0,43.08,70.0,58.79,70.0,35.04,72.0,"61,62",71.0,"39,18",80.0,"59,73",80.0,"38,24",61.0,"52,61",61.0,"35,55",64.0,"62,44",65.0,"36,75"
БУРГАС,Основно училище Антон Страшимиров,166.0,68.59,166.0,56.08,158.0,73.17,158.0,50.02,155.0,"70,95",155.0,"48,75",167.0,"70,03",167.0,"58,08",188.0,"68,06",188.0,"51,79",149.0,"69,62",149.0,"45,73"
БУРГАС,Основно училище Свети Климент Охридски,67.0,66.13,67.0,51.51,99.0,69.49,99.0,43.28,95.0,"71,06",95.0,"40,89",98.0,"70,51",98.0,"52,43",80.0,"64,24",80.0,"49,55",71.0,"69,37",71.0,"41,37"
БУРГАС,Основно училище Георги Бенковски,57.0,64.06,57.0,56.01,77.0,69.8,77.0,48.24,66.0,"62,36",67.0,"38,65",56.0,"64,14",57.0,"49,58",57.0,"64,00",57.0,"45,19",57.0,"70,54",57.0,"45,41"
БУРГАС,Основно училище Пейо Крачолов Яворов,77.0,68.56,76.0,64.0,76.0,69.08,76.0,42.37,99.0,"63,59",99.0,"43,95",82.0,"64,01",82.0,"48,09",57.0,"67,07",57.0,"43,39",53.0,"64,23",53.0,"43,13"
БУРГАС,Основно училище Васил Априлов,110.0,72.73,110.0,64.09,114.0,77.57,114.0,55.18,108.0,"70,83",108.0,"56,56",116.0,"72,85",116.0,"60,1",111.0,"73,66",111.0,"58,21",109.0,"68,98",109.0,"54,69"
БУРГАС,Основно училище Братя Миладинови,183.0,70.99,183.0,60.04,191.0,67.29,191.0,51.26,191.0,"69,23",191.0,"52,1",181.0,"71,17",181.0,"54,11",190.0,"65,13",190.0,"51,35",173.0,"67,97",173.0,"53,14"
БУРГАС,Основно училище Елин Пелин,147.0,61.41,147.0,50.51,178.0,63.96,178.0,41.01,146.0,"64,8",146.0,"47,21",128.0,"66,15",128.0,"50,2",145.0,"63,62",145.0,"47,43",145.0,"60,69",145.0,"40,32"
БУРГАС,ОУ Васил Левски - кв Горно Езерово,40.0,7.03,37.0,13.32,43.0,32.48,42.0,41.73,44.0,"20,8",40.0,"22,8",39.0,"24,24",37.0,"32,11",47.0,"17,10",49.0,"20,18",42.0,"20,5",43.0,"29,71"
БУРГАС,Основно училище Христо Ботев - кв Сарафово,47.0,69.62,47.0,51.61,40.0,64.31,40.0,43.12,25.0,65,25.0,"37,64",25.0,"66,32",25.0,"48,51",23.0,"50,87",23.0,"30,39",25.0,"57,64",25.0,"34,25"
БУРГАС,Основно училище Христо Ботев - кв Победа,55.0,10.22,52.0,15.27,63.0,10.94,62.0,10.76,54.0,"8,94",50.0,"10,72",79.0,"9,22",76.0,"11,05",66.0,"8,56",64.0,"11,36",48.0,"7,63",44.0,"11,2"
БУРГАС,Основно училище Христо Ботев - кв Долно Езерово,24.0,55.25,24.0,36.26,27.0,55.35,27.0,21.76,24.0,"45,54",24.0,"19,3",34.0,"54,38",34.0,"26,75",29.0,"40,05",29.0,"20,25",18.0,"48,19",18.0,"28,54"
БУРГАС,Основно училище Васил Левски,9.0,51.94,8.0,46.06,14.0,47.18,14.0,30.09,10.0,"44,9",10.0,"27,55",14.0,"39,82",14.0,"18,68",14.0,"39,54",14.0,"18,64",11.0,"53,05",11.0,"27,84"
БУРГАС,СУ Христо Ботев - кв Черно море,15.0,39.5,15.0,19.95,16.0,39.28,15.0,18.75,11.0,"34,86",11.0,"15,43",16.0,"32,97",15.0,"16,93",16.0,"33,28",15.0,"18,65",22.0,"32,27",22.0,"17,64"
БУРГАС,Основно училище Иван Вазов - кв Банево,11.0,45.0,11.0,40.91,12.0,44.79,12.0,34.33,15.0,"40,97",15.0,"32,78",17.0,"42,94",17.0,"29,12",15.0,"52,87",15.0,"40,13",15.0,"46,73",15.0,"43,1"
БУРГАС,Основно училище Христо Ботев - кв Ветрен,19.0,52.92,19.0,56.66,18.0,58.72,18.0,37.68,23.0,"50,54",23.0,"35,61",20.0,"55,9",20.0,"33,61",15.0,"57,70",15.0,"39,50",10.0,"65,45",10.0,"47,08"
БУРГАС,Основно училище Христо Ботев,11.0,37.41,11.0,23.48,10.0,48.0,10.0,23.73,15.0,"43,33",14.0,"23,13",16.0,"40,81",15.0,"26,42",10.0,"45,15",10.0,"27,93",9.0,"50,11",9.0,"36,92"
БУРГАС,Основно училище Св Св Кирил и Методий,17.0,40.03,17.0,17.68,13.0,28.12,12.0,30.21,13.0,"31,19",13.0,"11,67",8.0,"18,94",7.0,"17,71",13.0,"23,15",14.0,"16,82",12.0,"17,04",12.0,"10,52"
БУРГАС,ОУ Св Климент Охридски - кв Рудник,17.0,27.03,18.0,15.71,21.0,21.9,21.0,13.15,13.0,"15,5",14.0,"7,43",18.0,"20,61",18.0,"12,46",13.0,"20,46",13.0,"16,46",22.0,"29,48",22.0,"14,14"
БУРГАС,СУ Иван Вазов,,,,,,,,,21.0,"44,69",21.0,"17,08",21.0,"52,5",20.0,"35,43",,,,,20.0,"48,88",20.0,"30,26"
БУРГАС,СУ Йордан Йовков,40.0,55.71,40.0,37.29,51.0,66.25,51.0,42.35,47.0,"67,35",47.0,"48,96",48.0,"58,28",48.0,"37,26",41.0,"56,84",41.0,"38,73",21.0,"57,45",21.0,"28,06"
БУРГАС,СУ Епископ Константин Преславски,104.0,56.19,104.0,42.45,105.0,60.25,105.0,34.69,105.0,"62,56",105.0,"37,14",93.0,"59,17",93.0,"38,84",58.0,"55,83",58.0,"40,14",41.0,"50,77",41.0,"32,42"
БУРГАС,СУ Димчо Дебелянов,76.0,63.99,76.0,53.8,69.0,67.23,69.0,52.59,58.0,"67,73",58.0,"51,39",63.0,"67,1",63.0,"50,75",47.0,"55,65",47.0,"44,31",54.0,"70,81",54.0,"53,47"
БУРГАС,СУ Добри Чинтулов,28.0,56.66,28.0,42.35,44.0,53.47,44.0,23.68,27.0,"58,89",27.0,"30,85",26.0,"52,29",25.0,"28,77",25.0,"63,06",25.0,"37,81",36.0,"60,33",36.0,"36,54"
БУРГАС,СУ Константин Петканов,52.0,52.62,52.0,33.13,69.0,59.04,69.0,30.5,58.0,"49,41",57.0,"25,08",56.0,"51,74",56.0,"27,04",48.0,"53,69",49.0,"30,08",45.0,"53,03",45.0,"24,55"
БУРГАС,СУ Петко Росен,96.0,56.68,97.0,35.72,95.0,53.34,94.0,31.36,82.0,"51,3",83.0,"30,23",75.0,"60,22",75.0,"40,56",71.0,"51,55",71.0,"35,96",62.0,"55,48",62.0,"32,83"
БУРГАС,СУ Св св Кирил и Методий,103.0,71.42,103.0,52.37,124.0,67.52,124.0,43.87,132.0,"64,61",132.0,"46,45",105.0,"66,71",105.0,"46,31",132.0,"65,95",132.0,"44,55",132.0,"61,41",133.0,"43,68"
БУРГАС,Профилирана ПМГ Академик Никола Обрешков,79.0,87.07,79.0,95.94,80.0,87.97,80.0,94.76,79.0,"87,58",79.0,"92,71",85.0,"90,42",85.0,"92,92",85.0,"86,16",85.0,"95,34",116.0,"84,15",116.0,"91,13"
БУРГАС,Спортно училище Юрий Гагарин,37.0,36.39,36.0,27.39,53.0,43.87,58.0,18.32,45.0,"39,38",46.0,"18,37",34.0,"42,71",35.0,"21,21",40.0,"39,86",40.0,"23,83",47.0,"40,29",47.0,"20,94"
БУРГАС,Основно училище Александър Георгиев-Коджакафалията,77.0,79.54,77.0,67.85,51.0,85.99,51.0,70.49,51.0,"80,79",51.0,"65,94",50.0,"80,52",50.0,"76,75",75.0,"81,61",75.0,"74,03",,,,
БУРГАС,Първо частно основно училище,22.0,77.14,21.0,77.2,21.0,81.67,21.0,77.64,22.0,"84,23",22.0,"76,2",25.0,"79,9",25.0,"74,72",23.0,"79,54",23.0,"78,07",21.0,"80,12",21.0,"68,51"
КАМЕНО,Основно училище Иван Вазов,11.0,41.86,11.0,29.68,14.0,18.61,14.0,13.79,17.0,"36,94",17.0,"14,9",20.0,"29,53",20.0,"18,74",15.0,"27,80",15.0,"19,05",15.0,"35,07",15.0,"17,62"
КАМЕНО,Основно училище Христо Ботев,12.0,39.21,12.0,45.31,13.0,33.08,13.0,27.1,11.0,"38,86",11.0,"10,43",16.0,"35,66",16.0,"12,92",15.0,"33,83",15.0,"12,80",14.0,"22,64",14.0,"13,75"
КАМЕНО,СУ Христо Ботев,25.0,35.28,23.0,24.74,31.0,39.06,32.0,19.41,31.0,"41,47",29.0,"22,28",32.0,"39,52",31.0,"24,28",33.0,"34,48",34.0,"21,57",29.0,"23,98",29.0,"15,91"
КАРНОБАТ,Основно училище Христо Смирненски,49.0,57.84,48.0,48.65,35.0,51.17,34.0,35.53,44.0,"39,66",45.0,"35,9",42.0,"47,92",42.0,"25,72",64.0,"43,96",62.0,"23,12",57.0,"50,53",57.0,"24,13"
КАРНОБАТ,Основно училище Петко Рачев Славейков,13.0,24.31,13.0,51.94,20.0,14.48,20.0,21.85,19.0,"12,39",19.0,"38,95",24.0,"9,33",24.0,"10,38",32.0,"9,20",30.0,"12,85",21.0,11,22.0,"21,32"
КАРНОБАТ,Основно училище Христо Ботев,17.0,27.0,17.0,43.0,19.0,26.86,21.0,32.24,18.0,"24,72",18.0,"23,39",11.0,"23,95",11.0,"31,55",19.0,"22,26",20.0,"18,90",11.0,"32,27",11.0,"27,27"
КАРНОБАТ,Основно училище Христо Ботев,9.0,53.11,9.0,52.89,6.0,55.58,6.0,41.13,7.0,34,7.0,"21,29",8.0,"35,69",8.0,"29,19",11.0,"42,05",11.0,"35,64",9.0,"30,94",9.0,"25,5"
КАРНОБАТ,СУ Св Св Кирил и Методий,58.0,45.93,59.0,30.08,48.0,44.65,48.0,23.64,51.0,"49,76",50.0,"23,4",60.0,"51,5",60.0,"30,96",60.0,"40,64",59.0,"22,72",53.0,"46,74",54.0,"29,86"
КАРНОБАТ,СУ Христо Ботев,46.0,62.8,46.0,55.9,81.0,50.38,81.0,36.08,59.0,"51,45",59.0,"27,2",58.0,"51,74",58.0,"40,06",38.0,"44,79",38.0,"24,16",47.0,"47,9",48.0,"35,61"
МАЛКО ТЪРНОВО,СУ Васил Левски,22.0,39.45,22.0,36.63,17.0,30.0,17.0,13.43,19.0,"28,24",19.0,"17,21",20.0,"23,78",20.0,"20,16",19.0,"33,50",19.0,"29,47",26.0,"30,4",26.0,"13,15"
НЕСЕБЪР,ОУ Св Св Кирил и Методий,15.0,49.27,14.0,42.91,20.0,51.48,20.0,27.76,16.0,"58,38",16.0,"27,73",19.0,"54,21",19.0,"35,46",15.0,"45,67",15.0,"31,33",18.0,"52,39",18.0,"29,74"
НЕСЕБЪР,Основно училище Св Св Кирил и Методий,6.0,17.0,6.0,15.88,12.0,27.58,12.0,18.17,5.0,"46,2",5.0,"25,75",9.0,"37,89",9.0,"20,19",8.0,"20,00",8.0,"13,78",10.0,"26,8",10.0,"16,63"
НЕСЕБЪР,ОСНОВНО УЧИЛИЩЕ СВЕТИ ИВАН РИЛСКИ,11.0,39.73,11.0,57.5,8.0,33.06,8.0,21.0,12.0,43,12.0,"35,23",7.0,"31,93",8.0,"28,56",6.0,"28,42",6.0,"29,88",7.0,"32,64",7.0,"11,36"
НЕСЕБЪР,Основно училище Георги Стойков Раковски,16.0,26.84,16.0,18.0,14.0,35.0,13.0,14.44,14.0,"32,96",14.0,"7,71",14.0,30,14.0,"15,66",17.0,"18,41",17.0,"12,10",15.0,"24,53",14.0,"9,57"
НЕСЕБЪР,Основно училище Св св Кирил и Методий,24.0,60.06,24.0,47.5,27.0,54.67,27.0,26.34,20.0,"58,75",20.0,"34,08",16.0,"57,03",16.0,"28,56",14.0,"60,00",14.0,"40,02",15.0,"56,17",15.0,"26,66"
НЕСЕБЪР,Основно училище Свети свети Кирил и Методий,48.0,64.13,48.0,46.15,71.0,70.65,71.0,41.5,38.0,"75,5",38.0,"40,92",18.0,"58,64",18.0,"30,49",20.0,"68,48",20.0,"47,66",23.0,"68,33",23.0,"35,99"
НЕСЕБЪР,Основно училище Васил Левски,9.0,14.5,9.0,14.25,12.0,30.71,11.0,12.59,9.0,"17,44",9.0,11,9.0,"13,11",8.0,"14,13",7.0,"22,21",7.0,"7,43",12.0,"30,75",12.0,"25,85"
НЕСЕБЪР,СУ Любен Каравелов,126.0,62.83,126.0,43.2,121.0,54.66,120.0,35.68,120.0,60,119.0,"37,12",117.0,"63,28",117.0,"43,07",125.0,"55,84",125.0,"38,71",94.0,"57,65",94.0,"35,49"
ПОМОРИЕ,ОУ Св П Хилендарски,18.0,31.61,18.0,19.58,15.0,35.6,14.0,16.43,24.0,"46,1",24.0,"26,78",12.0,"36,38",13.0,"14,92",40.0,"38,13",41.0,"22,90",26.0,"44,58",27.0,"28,74"
ПОМОРИЕ,Основно училище Христо Ботев,34.0,34.82,34.0,23.68,38.0,34.24,37.0,17.41,33.0,"36,61",33.0,"18,45",36.0,"38,25",36.0,"24,44",28.0,"38,13",29.0,"26,98",33.0,"41,98",33.0,"26,52"
ПОМОРИЕ,Основно училище Христо Ботев,42.0,46.43,41.0,41.32,33.0,52.79,33.0,25.93,29.0,"61,28",30.0,"43,02",24.0,"56,83",24.0,"46,27",15.0,"53,63",15.0,"50,47",18.0,"45,89",17.0,"33,57"
ПОМОРИЕ,Основно училище Христо Ботев,16.0,33.34,16.0,31.97,16.0,24.25,16.0,11.3,21.0,"25,48",18.0,"16,33",16.0,"39,13",16.0,"31,14",13.0,"54,65",13.0,"25,65",21.0,"35,4",21.0,"32,07"
ПОМОРИЕ,Основно училище Христо Ботев,13.0,34.81,13.0,22.88,9.0,34.11,9.0,34.94,7.0,"30,57",7.0,"21,43",6.0,"40,67",6.0,"36,42",9.0,"16,67",9.0,"41,67",,,,
ПОМОРИЕ,Основно училище Георги Стойков Раковски,11.0,30.91,11.0,30.89,15.0,34.23,15.0,24.2,17.0,"52,59",17.0,"24,44",17.0,"34,68",17.0,"22,34",18.0,"36,08",19.0,"17,51",15.0,"31,6",15.0,"31,78"
ПОМОРИЕ,Основно училище Елин Пелин,,,,,6.0,25.0,6.0,17.92,2.0,"32,25",2.0,4,5.0,"35,7",5.0,"26,1",4.0,"62,13",4.0,"44,94",4.0,44,4.0,"25,44"
ПОМОРИЕ,Основно училище Свети свети Кирил и Методий,12.0,49.63,12.0,53.52,5.0,38.0,5.0,34.3,6.0,"37,08",6.0,"20,92",11.0,"39,86",11.0,"34,02",10.0,"38,05",10.0,"31,90",10.0,"50,8",10.0,"30,05"
ПОМОРИЕ,Основно училище Отец Паисий,12.0,32.71,12.0,29.48,25.0,31.64,25.0,20.11,12.0,"32,25",12.0,"20,73",21.0,"44,88",21.0,"37,54",28.0,"31,84",28.0,"19,73",16.0,"38,38",16.0,"32,59"
ПОМОРИЕ,СУ Иван Вазов,75.0,66.99,75.0,49.21,70.0,65.7,70.0,35.56,77.0,"60,4",77.0,"35,03",59.0,"62,68",59.0,"35,09",74.0,"65,59",74.0,"41,08",79.0,"61,74",79.0,"45,66"
ПРИМОРСКО,Основно Училище Христо Ботев,9.0,22.72,8.0,13.0,9.0,20.78,10.0,12.3,7.0,"14,79",7.0,"14,29",7.0,"15,93",7.0,"9,18",1.0,"9,00",1.0,"9,00",8.0,"34,31",8.0,"28,31"
ПРИМОРСКО,СУ Никола Йонков Вапцаров,29.0,50.79,29.0,36.31,35.0,58.4,35.0,33.28,32.0,"54,78",32.0,"33,37",42.0,"58,68",42.0,"32,71",42.0,"49,82",42.0,"31,31",37.0,"55,38",37.0,"35,3"
РУЕН,Основно училище Д-р Петър Берон,16.0,26.16,16.0,28.08,15.0,31.33,15.0,25.8,7.0,"21,43",7.0,"21,46",13.0,"16,35",14.0,"15,75",8.0,"18,69",8.0,"21,94",17.0,"42,85",18.0,"32,93"
РУЕН,Основно училище Св Св Кирил и Методий,13.0,51.81,13.0,50.92,11.0,54.55,11.0,38.82,15.0,"51,17",15.0,"26,5",11.0,"56,36",11.0,"34,11",11.0,"55,82",11.0,"31,95",10.0,"42,25",10.0,"32,48"
РУЕН,Основно училище Алеко Константинов,,,,,5.0,42.6,5.0,32.0,,,,,8.0,16,8.0,"15,25",,,,,12.0,"37,96",12.0,"43,09"
РУЕН,Основно училище Климент Охридски,12.0,44.83,12.0,41.38,13.0,36.35,13.0,24.75,17.0,"42,47",17.0,"29,03",12.0,"44,08",12.0,"35,4",17.0,"45,97",17.0,"33,76",16.0,"41,22",16.0,"29,96"
РУЕН,Основно училище Никола Йонков Вапцаров,,,,,18.0,33.94,18.0,25.68,12.0,"34,96",12.0,"21,04",12.0,"32,79",12.0,24,11.0,"22,00",11.0,"33,32",7.0,"40,5",7.0,"22,96"
РУЕН,Основно училище Никола Йонков Вапцаров,11.0,40.77,11.0,58.64,10.0,34.5,10.0,34.43,11.0,"28,09",11.0,"41,07",9.0,"27,94",9.0,"21,14",11.0,"33,00",11.0,"26,45",7.0,"26,14",7.0,"23,21"
РУЕН,ОУ Св Св Кирил и Методий,13.0,23.73,13.0,17.69,16.0,34.69,16.0,16.47,10.0,"46,3",10.0,"26,2",13.0,"26,85",13.0,"15,56",22.0,"30,05",22.0,"17,74",14.0,"32,5",14.0,"16,07"
РУЕН,Основно Училище Д-р Петър Берон,4.0,30.25,4.0,43.5,4.0,24.75,4.0,30.0,5.0,"36,1",5.0,"26,2",9.0,"33,67",9.0,"23,44",9.0,"32,22",9.0,"43,67",6.0,"42,92",6.0,"27,33"
РУЕН,Основно училище Антон Симеонович Макаренко,6.0,46.75,6.0,42.92,13.0,49.15,13.0,42.29,11.0,"46,77",11.0,"27,84",15.0,"40,43",15.0,"28,85",16.0,"45,81",16.0,"31,75",,,,
РУЕН,Основно училище Иван Вазов,10.0,39.65,10.0,40.4,10.0,27.35,10.0,34.63,18.0,"31,67",18.0,"37,88",14.0,"25,57",14.0,"24,82",18.0,"29,19",18.0,"33,75",14.0,"38,71",14.0,"43,93"
РУЕН,Основно училище Реджеб Кюпчу,7.0,47.43,7.0,22.54,11.0,32.73,11.0,17.86,8.0,"31,63",8.0,"13,25",14.0,"26,21",14.0,"23,11",14.0,"36,36",14.0,"26,95",12.0,"37,83",12.0,"37,6"
РУЕН,Основно училище Йордан Йовков,1.0,8.5,1.0,22.0,6.0,45.42,6.0,36.08,4.0,"41,25",4.0,"37,06",7.0,"41,71",7.0,"36,86",2.0,"14,00",2.0,"13,50",1.0,31,1.0,32
РУЕН,Основно училище Димчо Дебелянов,5.0,25.7,5.0,32.7,13.0,33.77,13.0,35.25,12.0,"39,88",12.0,"67,29",17.0,"40,47",17.0,"51,49",18.0,"37,64",18.0,"43,82",17.0,"37,21",17.0,"56,71"
РУЕН,Основно училище Иван Вазов,2.0,21.0,2.0,40.5,6.0,40.33,6.0,47.58,5.0,"33,4",5.0,"13,2",5.0,"36,4",5.0,"33,4",5.0,"33,80",5.0,"36,60",,,,
РУЕН,Основно училище Реджеб Кюпчю,17.0,43.24,17.0,44.51,22.0,47.3,22.0,43.36,27.0,48,27.0,"43,58",22.0,"46,7",22.0,"39,18",13.0,"51,50",13.0,"42,04",21.0,"45,36",21.0,"41,65"
РУЕН,СУ Димитър Полянов,13.0,38.73,13.0,54.21,36.0,38.47,36.0,40.59,19.0,"34,95",19.0,"32,92",32.0,"34,45",32.0,"19,91",25.0,"27,74",25.0,"15,61",27.0,"33,07",27.0,"28,04"
РУЕН,Основно училище Христо Ботев,2.0,46.0,2.0,43.0,2.0,68.75,2.0,56.38,8.0,"47,38",8.0,"36,59",4.0,"41,88",4.0,"44,13",4.0,"38,00",4.0,"34,00",7.0,"55,14",7.0,"55,36"
РУЕН,Средно Училище Отец Паисий,13.0,52.88,13.0,49.21,17.0,43.65,17.0,40.51,25.0,"49,68",25.0,"46,54",15.0,"38,03",15.0,"22,35",24.0,"36,94",24.0,"28,54",24.0,"48,85",24.0,"35,16"
РУЕН,СУ Елин Пелин,48.0,38.79,47.0,48.91,42.0,33.68,43.0,41.05,44.0,"27,69",43.0,"17,02",61.0,"21,59",61.0,"14,77",58.0,"25,69",57.0,"36,79",56.0,"38,67",56.0,"30,56"
СОЗОПОЛ,Основно училище Христо Ботев,13.0,25.08,14.0,15.91,13.0,18.65,13.0,13.88,14.0,"30,68",14.0,"10,29",13.0,"39,88",13.0,"20,85",20.0,"26,60",16.0,"14,38",13.0,"29,23",14.0,"11,64"
СОЗОПОЛ,Основно училище Пейо Крачолов Яворов,8.0,15.44,8.0,16.75,9.0,32.28,9.0,15.39,4.0,"31,75",4.0,"12,25",6.0,"38,17",6.0,"23,38",,,,,11.0,"32,36",11.0,"13,48"
СОЗОПОЛ,Основно училище Отец Паисий,14.0,37.11,14.0,28.09,10.0,27.8,10.0,15.7,9.0,33,9.0,"10,81",5.0,"33,1",5.0,"15,25",6.0,"23,58",6.0,"15,46",10.0,"33,3",10.0,"12,4"
СОЗОПОЛ,ОУ Христо Ботев,17.0,45.35,17.0,24.07,14.0,47.93,14.0,17.25,11.0,"48,77",11.0,12,12.0,"31,67",12.0,"18,85",11.0,"38,68",11.0,"19,91",17.0,"29,97",17.0,"20,78"
СОЗОПОЛ,Основно училище Христо Ботев,22.0,60.95,22.0,41.47,13.0,58.58,13.0,36.37,13.0,"54,35",13.0,"35,02",9.0,"46,78",9.0,"29,83",23.0,"54,80",23.0,"31,98",15.0,"56,67",15.0,"35,08"
СОЗОПОЛ,СУ Св св Кирил и Методий,35.0,56.57,35.0,39.14,37.0,61.61,37.0,41.18,18.0,"44,89",18.0,"24,14",33.0,"59,03",33.0,"42,36",39.0,"49,55",39.0,"29,67",24.0,"45,6",24.0,"25,75"
СРЕДЕЦ,Основно училище Антон Страшимиров,19.0,32.16,18.0,26.99,19.0,35.16,21.0,15.4,17.0,"29,65",17.0,"18,03",20.0,"32,7",20.0,"20,78",13.0,"25,88",17.0,"27,69",12.0,"32,63",12.0,"24,65"
СРЕДЕЦ,Основно училище Св Св Кирил и Методий,19.0,15.0,19.0,16.58,9.0,25.94,10.0,14.0,17.0,"19,85",17.0,"13,24",11.0,"26,59",10.0,"27,4",16.0,"23,13",16.0,"14,00",16.0,"30,06",15.0,"20,88"
СРЕДЕЦ,Основно училище Никола Йонков Вапцаров,13.0,17.85,13.0,30.71,7.0,19.57,8.0,25.88,7.0,"29,86",7.0,"31,57",7.0,"27,21",7.0,"22,71",12.0,"17,08",11.0,"21,91",3.0,"25,83",3.0,"22,33"
СРЕДЕЦ,СУ Свети Свети Кирил и Методий,56.0,38.22,56.0,23.34,90.0,40.4,90.0,22.39,86.0,"38,57",86.0,"18,76",82.0,"40,8",82.0,"22,09",82.0,"31,51",82.0,"17,63",72.0,"41,85",72.0,"21,96"
СУНГУРЛАРЕ,Основно училище Св св Кирил и Методий,8.0,25.25,8.0,47.75,11.0,7.18,10.0,10.7,8.0,"22,5",8.0,"27,75",11.0,"14,36",11.0,"32,64",12.0,"18,50",12.0,"16,75",9.0,"31,11",9.0,"27,14"
СУНГУРЛАРЕ,Основно училище Христо Ботев,6.0,28.08,7.0,18.21,16.0,18.75,14.0,14.71,13.0,"38,54",13.0,"13,38",15.0,"34,5",15.0,"25,78",10.0,"44,05",11.0,"37,75",12.0,"23,88",13.0,"29,13"
СУНГУРЛАРЕ,Основно училище Св Св Кирил и Методий,11.0,29.86,11.0,31.23,13.0,41.38,13.0,26.04,,,,,10.0,"41,95",9.0,"32,69",7.0,"9,43",7.0,"38,14",19.0,39,19.0,"38,37"
СУНГУРЛАРЕ,Основно училище Васил Левски,4.0,43.13,4.0,23.88,3.0,40.33,3.0,14.58,2.0,"29,75",2.0,"30,5",2.0,"23,5",3.0,"31,67",2.0,"44,00",2.0,"35,50",3.0,"38,5",3.0,"40,42"
СУНГУРЛАРЕ,Основно училище Отец Паисий,16.0,30.72,16.0,40.08,13.0,22.77,13.0,33.56,14.0,"32,21",14.0,"19,13",17.0,"50,56",17.0,"50,88",12.0,"45,67",12.0,"43,40",10.0,"18,25",10.0,"26,45"
СУНГУРЛАРЕ,СУ Христо Ботев,42.0,33.45,43.0,23.85,47.0,26.06,46.0,14.96,48.0,"28,06",48.0,"15,68",44.0,"27,41",43.0,"21,79",45.0,"25,11",44.0,"19,53",62.0,"33,01",62.0,"21,49"
ЦАРЕВО,Основно училище Св Св Кирил и Методий,10.0,37.55,8.0,19.16,14.0,37.86,14.0,21.8,10.0,"35,35",10.0,"14,98",18.0,"42,64",18.0,"26,67",8.0,"22,19",9.0,"14,94",11.0,"44,27",11.0,"14,86"
ЦАРЕВО,СУ Никола Йонков Вапцаров,64.0,49.65,64.0,33.81,58.0,52.54,58.0,22.57,55.0,"58,74",55.0,"27,13",63.0,"58,16",63.0,"33,91",50.0,"53,53",50.0,"32,21",58.0,"49,1",58.0,"25,36"
ВЕЛИКО ТЪРНОВО,Основно училище Христо Ботев,10.0,31.7,10.0,20.83,16.0,38.38,15.0,12.88,13.0,"24,88",13.0,"10,25",10.0,"30,15",10.0,"13,83",12.0,"34,71",12.0,"16,88",18.0,"35,36",18.0,"12,56"
ВЕЛИКО ТЪРНОВО,Основно училище Бачо Киро,117.0,63.45,117.0,53.35,143.0,69.09,143.0,52.02,138.0,"69,87",138.0,"59,05",123.0,"71,1",123.0,"57,37",103.0,"66,94",103.0,"50,81",145.0,"69,57",145.0,"57,49"
ВЕЛИКО ТЪРНОВО,Основно училище Св Патриарх Евтимий,105.0,71.8,104.0,55.23,120.0,67.05,120.0,47.68,148.0,"63,44",147.0,"43,92",125.0,"72,19",125.0,"57,78",111.0,"64,66",111.0,"50,44",110.0,"68,21",110.0,"41,57"
ВЕЛИКО ТЪРНОВО,Основно училище Димитър Благоев,40.0,52.74,40.0,38.42,46.0,57.34,46.0,30.45,65.0,"59,28",65.0,"33,37",45.0,"60,26",45.0,"39,1",52.0,"53,93",52.0,"38,98",51.0,"58,28",49.0,"34,63"
ВЕЛИКО ТЪРНОВО,Основно училище Петко Рачев Славейков,37.0,59.59,37.0,38.89,43.0,60.16,43.0,32.17,21.0,"54,64",21.0,"22,74",32.0,"63,64",32.0,"40,97",20.0,"55,83",20.0,"32,98",25.0,"62,1",25.0,"27,58"
ВЕЛИКО ТЪРНОВО,Основно училище Васил Левски,1.0,55.5,1.0,17.0,2.0,34.5,1.0,35.0,2.0,"42,25",2.0,"11,75",2.0,"3,5",2.0,0,2.0,"18,50",2.0,"12,00",3.0,"33,83",3.0,"39,83"
