Община,Училище,БЕЛ-УЧ 24,БЕЛ 24,МАТ-УЧ 24,МАТ 24,БЕЛ-УЧ 23,БЕЛ 23,МАТ-УЧ 23,МАТ 23,БЕЛ-УЧ 22,БЕЛ 22,МАТ-УЧ 22,МАТ 22,БЕЛ-УЧ 21,БЕЛ 21,МАТ-УЧ 21,МАТ 21
ПЛОВДИВ,СУ Димитър Матевски,46.0,41.38,45.0,18.31,23.0,44.91,18.0,21.96,24.0,"39,92",24.0,"23,26",26.0,"36,42",25.0,"19,96"
ПЛОВДИВ,СУ Свети Седмочисленици,23.0,34.46,20.0,20.18,19.0,37.16,18.0,16.03,40.0,"30,53",40.0,"18,14",,,,
ПЛОВДИВ,СУ Свети Софроний Врачански,46.0,47.91,46.0,29.09,24.0,41.88,23.0,23.7,19.0,"47,05",19.0,"23,75",21.0,"45,95",21.0,"22,48"
ПЛОВДИВ,СУ Черноризец Храбър,50.0,60.35,44.0,30.06,50.0,57.77,49.0,37.83,52.0,"46,19",51.0,23,48.0,"51,38",48.0,"20,33"
ПЛОВДИВ,ЧАСТНО СУ ДРУЖБА,8.0,55.19,7.0,43.5,7.0,58.86,5.0,47.8,15.0,"49,27",4.0,"34,94",8.0,"47,38",5.0,31
ПЛОВДИВ,Частна профилирана гимназия Класик,,,,,,,,,2.0,57,2.0,36,9.0,"46,56",9.0,"22,56"
ПЛОВДИВ,Частна профилирана гимназия Едмънд Бърк,13.0,40.92,6.0,15.5,9.0,42.61,9.0,21.89,16.0,"31,69",16.0,"19,25",,,,
ПЛОВДИВ,Частна езикова гимназия Стоян Сариев,6.0,48.33,3.0,40.33,9.0,44.61,9.0,31.56,10.0,"53,2",5.0,"42,05",10.0,47,10.0,"20,8"
ПЛОВДИВ,Частна професионална гимназия по икономика и управление,9.0,40.94,9.0,21.28,10.0,50.35,10.0,25.0,10.0,"44,2",10.0,"19,95",9.0,"45,89",9.0,"23,22"
ЗАВЕТ,СУ Свети Свети Кирил и Методий,23.0,29.39,23.0,19.2,24.0,34.81,24.0,41.73,26.0,"29,96",26.0,"40,19",20.0,"36,8",20.0,"41,3"
ЗАВЕТ,ПГ по земеделие Климент Тимирязев,8.0,32.94,8.0,36.19,6.0,26.5,6.0,34.0,13.0,"14,77",14.0,"21,14",,,,
ИСПЕРИХ,Профилирана гимназия ВАСИЛ ЛЕВСКИ,45.0,36.11,45.0,18.84,42.0,41.75,43.0,22.77,51.0,"36,02",51.0,"21,33",75.0,"34,92",74.0,"20,12"
ИСПЕРИХ,ПГ по селско стопанство Хан Аспарух,49.0,26.59,52.0,23.88,67.0,24.69,67.0,20.09,71.0,"15,76",72.0,"15,1",73.0,"26,34",77.0,"16,48"
КУБРАТ,СУ Христо Ботев,50.0,53.72,49.0,22.8,51.0,44.82,50.0,26.2,52.0,"37,96",52.0,"27,44",50.0,"45,84",50.0,"18,72"
КУБРАТ,ПГ,46.0,25.43,46.0,17.57,25.0,20.12,25.0,17.38,26.0,"18,31",26.0,"18,12",31.0,"21,55",32.0,"15,66"
ЛОЗНИЦА,ПГВМЗ Ал Стамболийски,26.0,23.81,26.0,19.12,20.0,31.28,20.0,15.0,40.0,"21,25",39.0,"18,67",43.0,"24,16",42.0,"14,21"
РАЗГРАД,ПГ по икономика Робер Шуман,62.0,40.19,62.0,16.94,86.0,41.97,86.0,17.98,84.0,"36,9",83.0,"17,2",94.0,"34,18",96.0,"16,8"
РАЗГРАД,Национална професионална техническа гимназия Шандор Петьофи,93.0,38.09,93.0,20.19,92.0,39.68,91.0,20.65,103.0,"32,42",104.0,"17,25",90.0,"37,74",89.0,"18,73"
РАЗГРАД,ПГ по химични технологии и биотехнологии Мария Кюри,45.0,31.12,45.0,19.68,19.0,30.5,19.0,15.8,27.0,"26,19",27.0,"18,19",26.0,"21,19",25.0,"14,48"
РАЗГРАД,ПГ по селско стопанство и хранително-вкусови технологии Ангел Кънчев,29.0,15.19,26.0,17.23,25.0,15.06,27.0,12.74,21.0,"13,24",19.0,"16,67",25.0,"16,56",24.0,"15,42"
РАЗГРАД,ПГ по транспорт и строителство Христо Смирненски,16.0,18.25,15.0,17.07,18.0,20.17,20.0,18.6,5.0,"13,4",5.0,"19,2",31.0,"13,9",29.0,"13,24"
РАЗГРАД,Профилирана гимназия с преподаване на чужди езици Екзарх Йосиф,104.0,58.58,104.0,30.57,104.0,60.62,104.0,35.18,98.0,"60,47",97.0,"48,1",109.0,"61,91",109.0,"28,75"
РАЗГРАД,Профилирана ПМГ Академик Никола Обрешков,103.0,64.84,103.0,45.72,101.0,67.42,101.0,54.43,105.0,"63,5",103.0,"59,67",103.0,"60,03",102.0,"40,46"
РАЗГРАД,ПГ по облекло Станка Николица Спасо-Еленина,35.0,17.0,35.0,14.76,20.0,20.13,20.0,15.48,17.0,"16,12",18.0,"17,56",29.0,"14,24",28.0,"11,5"
РАЗГРАД,Спортно училище - Разград,18.0,32.53,18.0,14.94,15.0,25.03,12.0,32.19,17.0,"33,18",17.0,"39,38",21.0,"31,1",21.0,"11,29"
САМУИЛ,СУ Свети Свети Кирил и Методий,22.0,40.16,21.0,19.6,28.0,29.2,28.0,24.96,23.0,"30,48",24.0,"27,88",41.0,"27,37",41.0,"15,83"
ЦАР КАЛОЯН,СУ Христо Ботев,10.0,33.2,10.0,18.9,5.0,26.5,5.0,17.6,13.0,"22,77",13.0,"17,83",7.0,"22,14",7.0,16
БОРОВО,ОУ Свети Климент Охридски,,,,,,,,,7.0,"22,29",6.0,"13,33",10.0,"29,3",10.0,12
БЯЛА,СУ Панайот Волов,46.0,45.82,46.0,33.34,26.0,40.48,26.0,22.78,26.0,"51,65",26.0,"24,91",21.0,"38,9",21.0,"23,14"
БЯЛА,ПГ,24.0,30.5,23.0,31.67,23.0,22.15,23.0,16.0,35.0,"18,89",36.0,"19,67",38.0,"24,05",37.0,"13,14"
ВЕТОВО,СУ Васил Левски с професионални паралелки,25.0,21.08,24.0,18.17,17.0,24.26,17.0,16.31,21.0,"17,48",20.0,"16,63",21.0,"30,62",20.0,17
ВЕТОВО,СУ Христо Ботев,14.0,35.18,14.0,34.11,27.0,31.09,27.0,26.59,22.0,"20,64",22.0,"20,25",22.0,"21,45",22.0,"16,45"
ДВЕ МОГИЛИ,СУ Св св Кирил и Методий,18.0,41.86,17.0,23.79,21.0,46.02,21.0,25.01,19.0,41,20.0,"50,18",14.0,46,14.0,"45,43"
ДВЕ МОГИЛИ,ПГ по селско стопанство К А Тимирязев,27.0,32.26,27.0,28.87,31.0,26.87,31.0,24.82,30.0,"21,07",30.0,"39,48",41.0,"24,49",41.0,"30,27"
РУСЕ,Английска езикова гимназия Гео Милев,105.0,68.62,104.0,49.0,104.0,67.37,104.0,60.85,104.0,"68,35",104.0,"63,62",103.0,"65,94",103.0,"35,28"
РУСЕ,Математическа гимназия Баба Тонка,105.0,70.31,105.0,80.57,105.0,72.49,105.0,85.03,105.0,66,105.0,"81,83",103.0,"70,02",103.0,"70,17"
РУСЕ,СУ за европейски езици Свети Константин-Кирил Философ,81.0,68.73,81.0,37.15,80.0,64.04,79.0,42.47,102.0,"62,25",102.0,"44,59",108.0,"63,59",108.0,"29,99"
РУСЕ,СУ с преподаване на немски език Фридрих Шилер,77.0,65.27,77.0,31.23,76.0,65.68,74.0,38.56,73.0,"57,52",73.0,"44,22",77.0,"60,79",77.0,"29,26"
РУСЕ,СУ Йордан Йовков,22.0,41.64,22.0,18.41,18.0,42.28,18.0,28.32,21.0,"33,38",20.0,"24,43",19.0,35,19.0,"15,16"
РУСЕ,СУ Христо Ботев,80.0,57.7,80.0,34.07,78.0,54.96,78.0,34.83,76.0,"49,21",76.0,"30,52",83.0,"57,37",83.0,"26,82"
РУСЕ,СУ Възраждане,27.0,49.54,27.0,18.7,24.0,50.42,24.0,23.27,26.0,"38,5",26.0,"23,19",27.0,"54,63",27.0,"21,7"
РУСЕ,СУ Васил Левски,76.0,49.38,73.0,29.06,71.0,54.81,72.0,26.27,68.0,"49,03",68.0,"37,11",69.0,"53,68",69.0,"25,86"
РУСЕ,Духовно училище,5.0,35.3,5.0,13.7,3.0,51.5,3.0,35.25,6.0,"33,17",6.0,"45,08",5.0,23,5.0,"37,8"
РУСЕ,Първо частно СУ Леонардо да Винчи ООД,10.0,55.2,9.0,88.28,10.0,61.55,10.0,46.7,9.0,"51,33",9.0,"38,86",7.0,"43,14",7.0,72
РУСЕ,ПГ по електротехника и електроника Апостол Арнаудов,89.0,43.88,88.0,24.45,100.0,45.12,100.0,21.38,100.0,"37,32",99.0,"25,26",78.0,"42,56",78.0,"20,4"
РУСЕ,ПГ по дървообработване и вътрешна архитектура Йосиф Вондрак - Русе,52.0,42.4,51.0,18.31,52.0,38.94,52.0,18.66,41.0,"31,76",41.0,"19,29",39.0,"33,26",39.0,"13,97"
РУСЕ,ПГ по селско стопанство Ангел Кънчев,18.0,25.86,19.0,15.37,26.0,20.69,26.0,15.16,14.0,"15,14",14.0,"20,04",18.0,"23,83",19.0,"15,16"
РУСЕ,ПГ ПО МЕХАНОТЕХНИКА ЮРИЙ ГАГАРИН,34.0,29.07,34.0,17.4,28.0,26.93,27.0,19.85,31.0,"16,61",30.0,"19,03",37.0,"28,68",36.0,"17,28"
РУСЕ,ПГ по облекло Недка Иван Лазарова,50.0,35.11,50.0,16.96,54.0,30.45,54.0,15.98,65.0,"23,77",65.0,"18,12",68.0,"26,32",67.0,"15,28"
РУСЕ,ПГ по туризъм Иван П Павлов,92.0,48.02,93.0,18.35,98.0,44.03,97.0,20.63,102.0,"42,07",102.0,"21,79",102.0,"45,96",101.0,"19,35"
РУСЕ,ПГ по икономика и управление Елиас Канети,108.0,64.33,108.0,34.94,78.0,62.81,78.0,40.75,78.0,"57,95",78.0,"44,75",80.0,"61,93",80.0,"36,28"
РУСЕ,ПГ ПО РЕЧНО КОРАБОСТРОЕНЕ И КОРАБОПЛАВАНЕ,48.0,37.08,48.0,20.15,46.0,35.23,46.0,26.9,35.0,"29,06",35.0,"20,65",47.0,"32,11",47.0,16
РУСЕ,ПГ по транспорт,32.0,31.2,30.0,26.28,48.0,26.89,47.0,28.8,31.0,"23,58",30.0,"42,05",40.0,"27,33",41.0,"16,1"
РУСЕ,ПГ по строителство архитектура и геодезия Пеньо Пенев,100.0,46.48,98.0,23.13,97.0,45.0,97.0,22.46,101.0,"36,87",100.0,"24,39",100.0,"42,5",98.0,"17,55"
РУСЕ,ПГ по промишлени технологии Атанас Цонев Буров,40.0,36.54,41.0,43.41,21.0,29.45,20.0,21.2,38.0,"37,21",38.0,"32,67",29.0,"32,45",29.0,"34,21"
РУСЕ,Спортно училище Майор Атанас Узунов,23.0,30.33,22.0,16.39,26.0,22.12,26.0,16.94,32.0,"23,53",31.0,"23,02",26.0,"23,19",25.0,"17,28"
СЛИВО ПОЛЕ,СУ Св Паисий Хилендарски,12.0,37.5,13.0,17.54,12.0,19.5,11.0,17.5,12.0,"19,17",12.0,"14,33",14.0,"23,71",14.0,"15,64"
ГЛАВИНИЦА,СУ Васил Левски,41.0,34.23,40.0,21.43,30.0,38.77,31.0,43.24,33.0,"25,24",33.0,"22,26",33.0,"28,82",33.0,"20,85"
ДУЛОВО,СУ Васил Левски,91.0,42.39,91.0,30.44,90.0,41.51,90.0,46.85,85.0,"39,58",86.0,"42,06",95.0,"45,48",95.0,"31,04"
ДУЛОВО,СУ Йордан Йовков,18.0,29.0,18.0,42.89,15.0,26.2,15.0,22.95,17.0,"36,82",17.0,"32,91",15.0,"44,27",15.0,"28,8"
ДУЛОВО,СУ Христо Ботев,13.0,37.38,13.0,40.31,14.0,28.21,14.0,37.43,,,,,21.0,"26,76",20.0,"21,2"
ДУЛОВО,ПГ по облекло обслужване и транспорт,46.0,27.16,46.0,33.05,39.0,24.35,40.0,34.16,57.0,"21,16",59.0,"36,2",44.0,"17,39",44.0,"23,93"
КАЙНАРДЖА,ПГ по механизация на селското стопанство Никола Йонков Вапцаров,38.0,27.18,37.0,25.15,49.0,27.72,50.0,28.07,40.0,"15,63",40.0,"24,4",56.0,"18,57",56.0,"15,2"
СИЛИСТРА,СУ Никола Йонков Вапцаров,21.0,51.83,21.0,23.69,31.0,54.61,30.0,19.03,15.0,"38,13",15.0,"18,4",21.0,"40,38",21.0,"16,29"
СИЛИСТРА,Природоматематическа гимназия Св Климент Охридски,71.0,62.49,69.0,54.78,70.0,59.71,71.0,36.55,76.0,"58,46",76.0,"46,95",68.0,"60,28",68.0,"42,71"
СИЛИСТРА,Езикова гимназия Пейо Яворов,56.0,60.05,55.0,32.15,47.0,62.85,47.0,53.27,68.0,"55,13",68.0,"31,5",76.0,"62,64",76.0,"28,03"
СИЛИСТРА,ПГ по механотехника Владимир Комаров,23.0,28.26,23.0,25.98,32.0,44.25,31.0,40.54,23.0,"33,65",23.0,"22,2",27.0,"27,3",27.0,"29,33"
СИЛИСТРА,ПГ по стопанско управление администрация и услуги Атанас Буров,73.0,47.93,73.0,23.84,65.0,49.06,65.0,26.22,70.0,"45,03",70.0,"28,04",61.0,"47,57",61.0,"21,15"
СИЛИСТРА,Професионална земеделска гимназия Добруджа,30.0,36.25,30.0,33.18,21.0,36.14,18.0,25.78,18.0,"30,28",18.0,"15,78",27.0,"26,04",27.0,"17,04"
СИЛИСТРА,ПГ по строителство Пеньо Пенев,12.0,28.33,12.0,16.67,13.0,31.58,13.0,18.62,20.0,"24,9",17.0,"16,99",23.0,"35,43",23.0,"15,87"
СИЛИСТРА,ПГ по производствени технологии Евлогий Георгиев,16.0,33.63,16.0,38.41,23.0,32.74,23.0,28.32,20.0,"25,75",20.0,"14,54",22.0,"33,73",22.0,"35,27"
СИЛИСТРА,ОУ Свети Климент Охридски,10.0,29.2,10.0,31.6,11.0,19.59,12.0,30.0,19.0,"17,74",18.0,"17,82",11.0,"23,27",11.0,"10,18"
СИЛИСТРА,Спортно училище Дръстър,9.0,20.44,8.0,16.5,17.0,33.38,17.0,19.44,18.0,"21,06",17.0,"16,94",18.0,"27,61",19.0,"15,26"
СИТОВО,ПГ по селско стопанство,25.0,29.94,25.0,44.86,15.0,25.13,15.0,36.03,19.0,"12,79",19.0,"23,2",14.0,19,15.0,"18,4"
ТУТРАКАН,СУ Йордан Йовков,38.0,33.43,38.0,21.84,30.0,41.25,31.0,31.08,27.0,"36,48",27.0,"24,57",36.0,"46,22",37.0,27
ТУТРАКАН,СУ Христо Ботев,45.0,44.51,45.0,37.01,48.0,40.51,48.0,40.75,35.0,"40,57",35.0,"29,67",28.0,"38,54",29.0,"20,66"
СЛИВЕН,СУ Хаджи Мина Пашов,14.0,29.39,14.0,13.71,18.0,27.42,17.0,17.19,17.0,"30,06",17.0,"18,34",18.0,23,17.0,"11,59"
СЛИВЕН,СУ Пейо Крачолов Яворов,26.0,48.88,26.0,22.71,24.0,43.08,25.0,25.23,25.0,"34,92",25.0,"24,13",32.0,"35,53",32.0,"17,88"
СЛИВЕН,СУ Йордан Йовков,12.0,52.83,12.0,18.88,,,,,,,,,15.0,"42,8",15.0,"28,93"
СЛИВЕН,СУ Константин Константинов,26.0,38.79,25.0,19.98,23.0,40.74,23.0,21.48,16.0,"35,63",16.0,"23,23",16.0,"36,19",16.0,"18,25"
СЛИВЕН,ПГ по текстил и облекло Добри Желязков,65.0,21.97,64.0,15.12,51.0,25.36,50.0,15.95,67.0,"15,7",64.0,"17,21",46.0,"18,02",46.0,"13,57"
СЛИВЕН,ПГ по електротехника и електроника Мария Склодовска-Кюри,45.0,34.18,44.0,18.59,41.0,31.16,41.0,19.51,41.0,"23,71",41.0,"18,53",36.0,"26,78",36.0,"14,86"
СЛИВЕН,ПГ по икономика Професор доктор Димитър Табаков,128.0,55.67,127.0,24.04,130.0,47.25,130.0,24.77,120.0,"37,84",119.0,"21,04",119.0,"43,62",117.0,"18,5"
СЛИВЕН,ПГ по хотелиерство и туризъм Академик Неделчо Неделчев,85.0,47.25,85.0,20.35,107.0,40.0,108.0,19.49,100.0,"36,71",100.0,"16,24",88.0,"42,65",88.0,"16,47"
СЛИВЕН,Сливенска професионална гимназия по строителство и геодезия Арх Георги Козаров,41.0,28.55,38.0,18.29,32.0,23.23,32.0,16.16,32.0,"20,56",32.0,"15,71",18.0,"19,72",17.0,"15,82"
СЛИВЕН,ПГ по механотехника,61.0,12.93,62.0,13.8,73.0,12.82,75.0,14.62,69.0,"11,51",74.0,"17,74",81.0,"14,81",77.0,"14,13"
СЛИВЕН,Профилирана природо-математическа гимназия Добри П Чинтулов,127.0,69.76,127.0,49.55,127.0,70.06,126.0,55.63,148.0,"59,76",147.0,"45,85",142.0,"64,01",143.0,"40,21"
СЛИВЕН,Профилирана гимназия с преподаване на западни езици Захарий Стоянов,131.0,67.97,131.0,30.05,131.0,65.59,131.0,44.07,152.0,"61,3",151.0,"38,66",151.0,"60,04",150.0,"28,23"
СЛИВЕН,Спортно училище Димитър Рохов,35.0,30.01,35.0,16.79,35.0,38.47,34.0,20.26,40.0,"32,08",40.0,"22,32",40.0,"29,4",40.0,"16,23"
СЛИВЕН,Профилирана хуманитарна гимназия Дамян Дамянов,51.0,45.95,50.0,18.61,48.0,53.72,48.0,20.58,42.0,"36,1",42.0,"17,82",26.0,49,26.0,"15,85"
КОТЕЛ,СУ Георги Стойков Раковски,77.0,27.94,77.0,16.54,58.0,26.58,56.0,17.98,79.0,"22,53",76.0,"19,5",63.0,"30,13",62.0,"16,48"
НОВА ЗАГОРА,СУ Иван Вазов,16.0,13.44,15.0,33.07,15.0,18.07,15.0,17.6,13.0,"11,23",13.0,"15,08",13.0,"16,77",13.0,"11,69"
НОВА ЗАГОРА,СУ Христо Ботев,77.0,57.49,76.0,29.05,62.0,53.9,61.0,35.36,76.0,"53,25",76.0,"34,37",68.0,"52,51",69.0,"20,16"
НОВА ЗАГОРА,ПГ по селско стопанство,65.0,13.38,65.0,16.72,45.0,16.88,44.0,15.82,45.0,"11,31",43.0,"16,71",49.0,"13,9",48.0,"13,17"
НОВА ЗАГОРА,ПГ по техника и технологии Атанас Димитров,48.0,35.33,47.0,19.98,53.0,35.68,53.0,21.25,38.0,"28,47",38.0,"19,22",39.0,"26,31",38.0,"19,61"
ТВЪРДИЦА,СУ Неофит Рилски,46.0,32.55,46.0,20.93,42.0,35.12,42.0,26.11,44.0,"20,02",45.0,"18,52",35.0,"33,09",36.0,"18,14"
ТВЪРДИЦА,СУ Георги Алексиев Каравелов,22.0,34.3,22.0,21.5,35.0,13.79,35.0,15.09,40.0,"23,83",40.0,"18,39",31.0,"37,06",30.0,"22,67"
СМОЛЯН,СУ Св Св Кирил и Методий,28.0,48.3,28.0,22.11,24.0,53.77,24.0,28.44,26.0,"41,77",26.0,"33,59",27.0,"53,78",27.0,"28,7"
СМОЛЯН,ПГ по техника и технологии Христо Ботев,36.0,38.43,36.0,28.71,52.0,37.1,53.0,26.57,33.0,"31,85",32.0,"27,16",39.0,"36,31",39.0,"23,44"
СМОЛЯН,ПГ по икономика Карл Маркс,51.0,56.45,51.0,37.36,53.0,51.88,53.0,30.81,49.0,"41,69",49.0,"32,13",54.0,"48,94",54.0,"22,44"
СМОЛЯН,Смолянска професионална гимназия по туризъм и строителство Никола Й Вапцаров,40.0,38.89,39.0,15.96,31.0,37.84,31.0,20.43,14.0,"37,86",14.0,"18,04",25.0,"33,72",24.0,"20,88"
БАНИТЕ,СУ Христо Ботев,10.0,43.1,10.0,56.5,13.0,58.88,12.0,61.94,16.0,"46,44",16.0,"68,69",12.0,"51,58",12.0,"60,83"
БОРИНО,СУ Никола Йонков Вапцаров,8.0,50.81,8.0,57.56,14.0,58.04,14.0,64.68,16.0,"51,63",16.0,"52,03",16.0,"50,56",16.0,"53,94"
ДЕВИН,СУ Христо Ботев,44.0,55.59,44.0,36.28,49.0,58.79,49.0,59.03,50.0,"48,36",50.0,"55,82",49.0,"51,16",50.0,"36,2"
ДЕВИН,ПГ по електротехника А С Попов,20.0,33.2,20.0,30.6,28.0,37.02,28.0,22.91,8.0,"32,5",8.0,"25,5",12.0,"31,92",12.0,"18,58"
НЕДЕЛИНО,СУ Свети Свети Кирил и Методий,27.0,65.17,27.0,66.61,31.0,64.16,30.0,81.13,18.0,"56,78",18.0,"84,39",22.0,"60,95",22.0,"67,95"
ЗЛАТОГРАД,СУ Свети княз Борис I,7.0,45.07,7.0,30.07,,,,,,,,,,,,
МАДАН,СУ Отец Паисий,49.0,56.09,48.0,39.18,51.0,60.81,51.0,35.69,46.0,"55,15",46.0,"35,88",47.0,"58,66",46.0,"33,93"
РУДОЗЕМ,СУ Свети свети Кирил и Методий,59.0,56.83,59.0,48.82,39.0,58.04,38.0,45.25,56.0,"49,02",56.0,"45,34",36.0,54,37.0,"49,41"
РУДОЗЕМ,СУ Христо Ботев,21.0,67.36,21.0,55.79,21.0,50.36,21.0,45.31,19.0,"46,26",19.0,"45,8",12.0,"69,17",12.0,"76,17"
ЧЕПЕЛАРЕ,Средно Училище Васил Дечев,14.0,56.75,14.0,44.82,7.0,54.5,7.0,50.43,7.0,"38,43",7.0,"43,89",13.0,"48,38",13.0,"29,23"
ЧЕПЕЛАРЕ,ПГ по селско горско стопанство и туризъм Никола Йонков Вапцаров,18.0,44.47,18.0,29.61,33.0,39.26,33.0,25.27,21.0,"42,52",21.0,"30,83",24.0,"55,88",24.0,"51,08"
ЧЕПЕЛАРЕ,Спортно училище Олимпийски надежди,,,3.0,10.83,8.0,23.56,8.0,40.0,8.0,"31,63",9.0,"30,03",,,,
ДОСПАТ,СУ Димитър Благоев,29.0,47.55,28.0,44.73,29.0,52.52,28.0,55.45,28.0,"51,86",28.0,"55,77",33.0,"45,94",33.0,"35,61"
МАДАН,ПГ Васил Димитров,29.0,49.81,29.0,26.26,28.0,40.61,28.0,22.08,30.0,"31,47",29.0,"31,47",29.0,"38,07",28.0,"26,79"
ЗЛАТОГРАД,СУ АНТИМ,54.0,53.42,54.0,47.82,60.0,51.67,58.0,35.88,50.0,"51,76",50.0,"34,55",58.0,"50,97",58.0,"45,71"
СМОЛЯН,Профилирана природо-математическа гимназия Васил Левски,75.0,66.95,75.0,54.89,79.0,68.37,79.0,65.74,74.0,"62,62",74.0,68,76.0,"65,24",76.0,"49,3"
СМОЛЯН,Езикова гимназия Иван Вазов,79.0,62.41,79.0,30.16,78.0,67.19,77.0,42.36,73.0,"56,86",72.0,"31,9",77.0,"63,86",77.0,"29,34"
СОФИЯ,Частна професионална гимназия по дигитални науки СофтУни Будител,93.0,57.89,91.0,45.84,87.0,57.31,82.0,42.68,69.0,"52,4",69.0,"43,91",15.0,"47,47",15.0,"45,87"
СОФИЯ,Частна гимназия по природни науки и предприемачество Асен Йорданов,,,,,,,,,7.0,64,7.0,"49,21",,,,
СОФИЯ,78 СУ Христо Смирненски,50.0,44.27,49.0,21.94,50.0,48.93,49.0,21.06,24.0,"34,46",24.0,"20,36",12.0,"42,58",11.0,"21,91"
СОФИЯ,ПГ по туризъм Алеко Константинов,62.0,33.88,59.0,15.67,61.0,36.06,61.0,17.7,89.0,"30,58",88.0,"17,56",87.0,"36,38",88.0,"16,09"
СОФИЯ,Частно СУ Цар Симеон Велики,,,,,,,,,,,,,1.0,69,1.0,41
СОФИЯ,2 СУ Академик Емилиян Станев,102.0,60.17,99.0,32.96,103.0,61.96,103.0,31.75,104.0,"51,59",101.0,"25,7",105.0,"53,25",103.0,"28,97"
СОФИЯ,26 СУ Йордан Йовков,20.0,49.15,20.0,20.35,22.0,50.95,22.0,29.77,21.0,"35,81",21.0,"22,48",,,,
СОФИЯ,ПГ по екология и биотехнологии Проф д-р Асен Златаров,76.0,48.82,75.0,19.56,81.0,47.4,79.0,19.98,73.0,"40,96",72.0,"21,5",59.0,"42,58",59.0,"16,56"
СОФИЯ,Частно профилирано СУ Свети Наум,3.0,59.67,3.0,43.5,9.0,54.44,8.0,52.56,6.0,"59,5",5.0,"48,7",2.0,"59,5",2.0,"46,5"
СОФИЯ,ЧСУ Рьорих с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство,5.0,59.3,3.0,19.67,10.0,54.05,8.0,29.38,4.0,60,4.0,"22,06",7.0,"49,86",7.0,"25,57"
СОФИЯ,Частно средно езиково училище Британика,22.0,73.41,21.0,72.24,18.0,71.92,18.0,62.81,,,2.0,"81,63",9.0,55,4.0,"22,5"
СОФИЯ,Частно СУ Свети Георги,18.0,66.28,18.0,36.89,29.0,68.36,29.0,41.96,28.0,"64,93",28.0,"35,74",19.0,"62,26",19.0,"35,26"
СОФИЯ,Специално училище за ученици с увреден слух Проф д-р Дечо Денев,11.0,39.41,10.0,44.1,10.0,27.95,15.0,29.33,7.0,"31,57",6.0,"36,92",13.0,"40,31",12.0,"48,42"
СОФИЯ,Частно СУ Професор Николай Райнов,7.0,44.36,6.0,30.33,,,,,6.0,37,6.0,"25,5",3.0,"45,33",3.0,"41,33"
СОФИЯ,Частно СУ Евлоги и Христо Георгиеви ЕООД,1.0,67.0,1.0,79.5,5.0,60.7,5.0,41.7,,,,,,,,
СОФИЯ,74 СУ ГОЦЕ ДЕЛЧЕВ,42.0,44.15,42.0,21.81,42.0,39.42,43.0,20.05,41.0,"36,88",41.0,"18,9",22.0,"39,14",22.0,"15,27"
СОФИЯ,140 СУ ИВАН БОГОРОВ,38.0,37.84,37.0,18.5,37.0,42.57,36.0,19.94,44.0,"31,18",43.0,"17,16",39.0,"32,03",36.0,"16,69"
СОФИЯ,Специално училище за ученици с нарушено зрение ЛУИ БРАЙЛ,,,,,3.0,43.17,3.0,13.33,,,,,6.0,"44,5",5.0,16
СОФИЯ,Частно СУ Дружба - София,6.0,49.75,1.0,47.0,10.0,53.1,4.0,33.06,17.0,"49,41",10.0,"42,25",25.0,"51,92",22.0,"34,36"
СОФИЯ,18 СУ Уилям Гладстон,188.0,67.05,187.0,43.99,196.0,74.65,193.0,50.18,214.0,"63,33",213.0,"44,45",207.0,"64,93",207.0,"32,55"
СОФИЯ,30 СУ БРАТЯ МИЛАДИНОВИ,74.0,59.97,74.0,29.26,75.0,65.93,74.0,38.9,78.0,"56,81",77.0,"38,75",80.0,"54,61",80.0,"24,1"
СОФИЯ,32 СУ С ИЗУЧАВАНЕ НА ЧУЖДИ ЕЗИЦИ СВЕТИ КЛИМЕНТ ОХРИДСКИ,162.0,69.73,162.0,50.71,131.0,73.95,132.0,61.96,157.0,"61,04",155.0,"51,43",158.0,"65,15",157.0,"43,24"
СОФИЯ,91 НЕМСКА ЕЗИКОВА ГИМНАЗИЯ Професор Константин Гълъбов,187.0,77.38,187.0,84.03,184.0,82.35,183.0,82.78,183.0,"75,99",184.0,"90,59",194.0,"76,88",194.0,"71,49"
СОФИЯ,134 СУ Димчо Дебелянов,80.0,65.75,81.0,49.16,76.0,66.97,76.0,56.59,71.0,"64,68",68.0,"41,25",68.0,"63,54",66.0,"34,71"
СОФИЯ,Профилирана гимназия с интензивно изучаване на румънски език МИХАЙ ЕМИНЕСКУ,47.0,53.35,46.0,20.86,41.0,53.8,41.0,21.18,24.0,"44,38",24.0,"18,02",35.0,"45,54",33.0,"17,39"
СОФИЯ,НАЦИОНАЛНА ПГ ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА М В Ломоносов,178.0,56.88,177.0,30.89,181.0,60.1,178.0,35.6,177.0,"49,64",176.0,"28,57",177.0,"51,55",177.0,"24,4"
СОФИЯ,ПГ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ,55.0,24.85,50.0,14.82,46.0,17.63,45.0,15.59,53.0,"14,49",50.0,18,79.0,"17,29",76.0,"14,92"
