;;Събития (опасности);Събития (опасности);Събития (опасности);Загинали лица;Загинали лица;Загинали лица;Пострадали лица;Пострадали лица;Пострадали лица;
Велико Търново;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;495;537;595;1104;387;29;276;359;385;
Велико Търново;85101 Геофизични;6;5;6;0;0;0;0;0;0;
Велико Търново;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Велико Търново;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Велико Търново;85112 цунами;0;0;0;0;0;0;0;0;0;
Велико Търново;85120 Движение на маси (сухо);6;5;6;0;0;0;0;0;0;
Велико Търново;85121 срутище;0;0;0;0;0;0;0;0;0;
Велико Търново;85122 свлачище;6;5;6;0;0;0;0;0;0;
Велико Търново;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Велико Търново;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Велико Търново;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Велико Търново;85132 лахар;0;0;0;0;0;0;0;0;0;
Велико Търново;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Велико Търново;85134 лава;0;0;0;0;0;0;0;0;0;
Велико Търново;85201 Метеорологични;3;7;25;0;0;0;0;0;0;
Велико Търново;85210 Буря;2;6;8;0;0;0;0;0;0;
Велико Търново;85211 градушка;0;1;2;0;0;0;0;0;0;
Велико Търново;85212 светкавица/гръмотевична буря;0;0;0;0;0;0;0;0;0;
Велико Търново;85213 обилен дъжд;2;3;6;0;0;0;0;0;0;
Велико Търново;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Велико Търново;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Велико Търново;85216 силна буря;0;0;0;0;0;0;0;0;0;
Велико Търново;85217 вятър;0;2;0;0;0;0;0;0;0;
Велико Търново;85220 Екстремни температури;1;1;1;0;0;0;0;0;0;
Велико Търново;85221 студена вълна (в т.ч. слани);0;1;1;0;0;0;0;0;0;
Велико Търново;85222 топлинна вълна;1;0;0;0;0;0;0;0;0;
Велико Търново;85230 Сурови зимни условия;0;0;16;0;0;0;0;0;0;
Велико Търново;85231 сняг/лед;0;0;13;0;0;0;0;0;0;
Велико Търново;85232 зимна буря/виелица;0;0;3;0;0;0;0;0;0;
Велико Търново;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Велико Търново;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Велико Търново;85301 Хидроложки;3;2;1;0;0;0;0;0;0;
Велико Търново;85310 Наводнение;3;2;1;0;0;0;0;0;0;
Велико Търново;85311 дъждовно;2;2;1;0;0;0;0;0;0;
Велико Търново;85312 инфраструктурно;1;0;0;0;0;0;0;0;0;
Велико Търново;85313 морско;0;0;0;0;0;0;0;0;0;
Велико Търново;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Велико Търново;85315 речно;0;0;0;0;0;0;0;0;0;
Велико Търново;85320 Лавина;0;0;0;0;0;0;0;0;0;
Велико Търново;85330 Кален поток;0;0;0;0;0;0;0;0;0;
Велико Търново;85401 Климатоложки;23;34;33;0;0;0;0;0;0;
Велико Търново;85410 Суша;0;0;0;0;0;0;0;0;0;
Велико Търново;85420 Стихиен пожар;23;34;33;0;0;0;0;0;0;
Велико Търново;85421 горски пожар;2;9;6;0;0;0;0;0;0;
Велико Търново;85422 полски пожар: храсти, шубраци, пасища, торф;21;25;27;0;0;0;0;0;0;
Велико Търново;85501 Биологични;1;1;0;1064;355;0;.;.;0;
Велико Търново;85510 Инфекциозни заболявания при хората;1;1;0;1064;355;0;.;.;0;
Велико Търново;85511 вирусна болест;1;1;0;1064;355;0;.;.;0;
Велико Търново;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Велико Търново;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Велико Търново;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Велико Търново;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Велико Търново;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Велико Търново;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Велико Търново;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Велико Търново;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Велико Търново;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Велико Търново;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Велико Търново;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Велико Търново;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Велико Търново;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Велико Търново;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Велико Търново;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Велико Търново;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Велико Търново;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Велико Търново;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Велико Търново;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Велико Търново;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Велико Търново;85701 Техногенни;458;487;530;40;32;29;276;359;385;
Велико Търново;85710 Промишлена авария;15;12;14;0;0;0;0;0;0;
Велико Търново;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Велико Търново;85712 срутване;0;0;0;0;0;0;0;0;0;
Велико Търново;85713 експлозия;0;0;0;0;0;0;0;0;0;
Велико Търново;85714 пожар;15;11;13;0;0;0;0;0;0;
Велико Търново;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Велико Търново;85716 отравяне;0;0;0;0;0;0;0;0;0;
Велико Търново;85717 радиация;0;0;0;0;0;0;0;0;0;
Велико Търново;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Велико Търново;85719 други (промишлени);0;1;1;0;0;0;0;0;0;
Велико Търново;85720 Други аварии (непромишлени);224;222;232;10;3;6;10;8;5;
Велико Търново;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Велико Търново;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Велико Търново;85723 пожар (непромишлен);224;222;232;10;3;6;10;8;5;
Велико Търново;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Велико Търново;85730 Транспортнаи аварии/инциденти;219;253;284;30;29;23;266;351;380;
Велико Търново;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Велико Търново;85732 пътни;218;252;282;30;28;22;265;351;379;
Велико Търново;85733 железопътни;1;1;2;0;1;1;1;0;1;
Велико Търново;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Велико Търново;85801 Други бедствия и кризи;1;1;0;0;0;0;0;0;0;
Велико Търново;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Велико Търново;85811 деградация на почвите (почвена ерозия);0;0;0;0;0;0;0;0;0;
Велико Търново;85812 обезлесяване;0;0;0;0;0;0;0;0;0;
Велико Търново;85813 други, свързани с деградиране на околната среда;0;0;0;0;0;0;0;0;0;
Велико Търново;85820 Други, в т.ч.;1;1;0;0;0;0;0;0;0;
Велико Търново;85821 Размирици, терористични актове, етнически конфликти, кибератаки;0;0;0;0;0;0;0;0;0;
Велико Търново;85822 Социални или икономически кризи;0;0;0;0;0;0;0;0;0;
Велико Търново;85823 Други неизброени;1;1;0;0;0;0;0;0;0;
Видин;85001 БЕДСТВИЯ И КРИЗИСНИ СЪБИТИЯ - ОБЩО;214;265;235;482;166;18;92;121;108;
Видин;85101 Геофизични;0;0;0;0;0;0;0;0;0;
Видин;85110 Земетресения;0;0;0;0;0;0;0;0;0;
Видин;85111 движение на земни пластове;0;0;0;0;0;0;0;0;0;
Видин;85112 цунами;0;0;0;0;0;0;0;0;0;
Видин;85120 Движение на маси (сухо);0;0;0;0;0;0;0;0;0;
Видин;85121 срутище;0;0;0;0;0;0;0;0;0;
Видин;85122 свлачище;0;0;0;0;0;0;0;0;0;
Видин;85123 пропадане на земята или слягане;0;0;0;0;0;0;0;0;0;
Видин;85130 Вулканична дейност;0;0;0;0;0;0;0;0;0;
Видин;85131 вулканична пепел;0;0;0;0;0;0;0;0;0;
Видин;85132 лахар;0;0;0;0;0;0;0;0;0;
Видин;85133 пирокластичен поток;0;0;0;0;0;0;0;0;0;
Видин;85134 лава;0;0;0;0;0;0;0;0;0;
Видин;85201 Метеорологични;1;1;4;0;0;0;0;0;0;
Видин;85210 Буря;0;1;4;0;0;0;0;0;0;
Видин;85211 градушка;0;0;1;0;0;0;0;0;0;
Видин;85212 светкавица/гръмотевична буря;0;1;0;0;0;0;0;0;0;
Видин;85213 обилен дъжд;0;0;3;0;0;0;0;0;0;
Видин;85214 смерч (торнадо);0;0;0;0;0;0;0;0;0;
Видин;85215 пясъчна/прашна буря;0;0;0;0;0;0;0;0;0;
Видин;85216 силна буря;0;0;0;0;0;0;0;0;0;
Видин;85217 вятър;0;0;0;0;0;0;0;0;0;
Видин;85220 Екстремни температури;1;0;0;0;0;0;0;0;0;
Видин;85221 студена вълна (в т.ч. слани);0;0;0;0;0;0;0;0;0;
Видин;85222 топлинна вълна;1;0;0;0;0;0;0;0;0;
Видин;85230 Сурови зимни условия;0;0;0;0;0;0;0;0;0;
Видин;85231 сняг/лед;0;0;0;0;0;0;0;0;0;
Видин;85232 зимна буря/виелица;0;0;0;0;0;0;0;0;0;
Видин;85233 мраз/скреж;0;0;0;0;0;0;0;0;0;
Видин;85240 Мъгла;0;0;0;0;0;0;0;0;0;
Видин;85301 Хидроложки;0;0;2;0;0;0;0;0;0;
Видин;85310 Наводнение;0;0;1;0;0;0;0;0;0;
Видин;85311 дъждовно;0;0;1;0;0;0;0;0;0;
Видин;85312 инфраструктурно;0;0;0;0;0;0;0;0;0;
Видин;85313 морско;0;0;0;0;0;0;0;0;0;
Видин;85314 от подземни води;0;0;0;0;0;0;0;0;0;
Видин;85315 речно;0;0;0;0;0;0;0;0;0;
Видин;85320 Лавина;0;0;0;0;0;0;0;0;0;
Видин;85330 Кален поток;0;0;1;0;0;0;0;0;0;
Видин;85401 Климатоложки;20;21;9;0;0;0;0;0;0;
Видин;85410 Суша;0;0;0;0;0;0;0;0;0;
Видин;85420 Стихиен пожар;20;21;9;0;0;0;0;0;0;
Видин;85421 горски пожар;2;6;3;0;0;0;0;0;0;
Видин;85422 полски пожар: храсти, шубраци, пасища, торф;18;15;6;0;0;0;0;0;0;
Видин;85501 Биологични;1;1;0;473;158;0;.;.;0;
Видин;85510 Инфекциозни заболявания при хората;1;1;0;473;158;0;.;.;0;
Видин;85511 вирусна болест;1;1;0;473;158;0;.;.;0;
Видин;85512 бактериална болест;0;0;0;0;0;0;0;0;0;
Видин;85513 паразитна болест;0;0;0;0;0;0;0;0;0;
Видин;85514 гъбична болест;0;0;0;0;0;0;0;0;0;
Видин;85520 Инфекциозни и зоонозни болести по животните;0;0;0;0;0;0;0;0;0;
Видин;85521 вирусна болест;0;0;0;0;0;0;0;0;0;
Видин;85522 бактериална болест;0;0;0;0;0;0;0;0;0;
Видин;85523 паразитна болест;0;0;0;0;0;0;0;0;0;
Видин;85524 гъбична болест;0;0;0;0;0;0;0;0;0;
Видин;85525 прионова болест;0;0;0;0;0;0;0;0;0;
Видин;85530 Нашествие на вредители;0;0;0;0;0;0;0;0;0;
Видин;85531 нашествие на насекоми;0;0;0;0;0;0;0;0;0;
Видин;85532 нашествие на други вредители;0;0;0;0;0;0;0;0;0;
Видин;85601 Космически явления;0;0;0;0;0;0;0;0;0;
Видин;85610 Сблъсък;0;0;0;0;0;0;0;0;0;
Видин;85611 метеоритен удар;0;0;0;0;0;0;0;0;0;
Видин;85612 въздушен взрив;0;0;0;0;0;0;0;0;0;
Видин;85620 Космическа буря;0;0;0;0;0;0;0;0;0;
Видин;85621 енергийни частици;0;0;0;0;0;0;0;0;0;
Видин;85622 геомагнитна буря;0;0;0;0;0;0;0;0;0;
Видин;85623 шокова вълна;0;0;0;0;0;0;0;0;0;
Видин;85701 Техногенни;191;240;219;9;8;18;92;121;108;
Видин;85710 Промишлена авария;5;3;4;0;0;0;0;0;0;
Видин;85711 химически разлив;0;0;0;0;0;0;0;0;0;
Видин;85712 срутване;0;0;0;0;0;0;0;0;0;
Видин;85713 експлозия;0;0;0;0;0;0;0;0;0;
Видин;85714 пожар;5;3;4;0;0;0;0;0;0;
Видин;85715 теч на газ;0;0;0;0;0;0;0;0;0;
Видин;85716 отравяне;0;0;0;0;0;0;0;0;0;
Видин;85717 радиация;0;0;0;0;0;0;0;0;0;
Видин;85718 нефтен разлив;0;0;0;0;0;0;0;0;0;
Видин;85719 други (промишлени);0;0;0;0;0;0;0;0;0;
Видин;85720 Други аварии (непромишлени);115;148;136;3;3;1;6;3;3;
Видин;85721 срутване (непромишлено);0;0;0;0;0;0;0;0;0;
Видин;85722 експлозия (непромишлена);0;0;0;0;0;0;0;0;0;
Видин;85723 пожар (непромишлен);115;148;136;3;3;1;6;3;3;
Видин;85724 други (непромишлени);0;0;0;0;0;0;0;0;0;
Видин;85730 Транспортнаи аварии/инциденти;71;89;79;6;5;17;86;118;105;
Видин;85731 въздухоплавателни;0;0;0;0;0;0;0;0;0;
Видин;85732 пътни;71;88;78;6;4;16;86;118;104;
Видин;85733 железопътни;0;1;1;0;1;1;0;0;1;
Видин;85734 воднотранспортни;0;0;0;0;0;0;0;0;0;
Видин;85801 Други бедствия и кризи;1;2;1;0;0;0;0;0;0;
Видин;85810 Деградиране на околната среда;0;0;0;0;0;0;0;0;0;
